CDR_ID,Timestamp,Account_ID,Caller_Number,Callee_Number,Duration_Seconds,Call_Type,Cell_ID,Location_Area,Data_Volume_MB,Roaming_Indicator,IMEI,IMSI
CDR_00000022,2023-01-01 09:24:16,ACC_00406,+12667779376,+17214076012,108.0,DATA,CELL_00329,LA,130.12,0,517248706873807,311422380032314
CDR_00000023,2023-01-01 09:54:13,ACC_00304,+13445662585,+14856975019,244.0,SMS,CELL_00233,LA,163.27,0,879405972977076,315967771748402
CDR_00000024,2023-01-01 09:54:42,ACC_00428,+12398340369,+12651325992,81.0,VOICE,CELL_00289,HOU,109.51,0,577423584409859,311303511451906
CDR_00000025,2023-01-01 10:51:46,ACC_00249,+12415393687,+15696693055,30.0,DATA,CELL_00465,MIA,0.09,0,362387826881460,311405411490462
CDR_00000026,2023-01-01 11:10:47,ACC_00297,+15639960595,+14303849125,201.0,ROAMING,CELL_00097,BOS,115.78,0,731014956936067,314054477381257
CDR_00000027,2023-01-01 11:17:59,ACC_00309,+14592983555,+16152108899,169.0,SMS,CELL_00291,HOU,6.26,0,769794770667279,315928503537522
CDR_00000028,2023-01-01 11:34:06,ACC_00141,+15466589567,+17796136132,145.0,ROAMING,CELL_00146,CHI,36.38,0,950192991527433,313804195348824
CDR_00000029,2023-01-01 12:16:09,ACC_00042,+15134174160,+16370786135,135.0,VOICE,CELL_00137,CHI,3.8,0,961697535587453,311028769760597
CDR_00000030,2023-01-01 12:44:32,ACC_00376,+14303082117,+19624627749,183.0,DATA,CELL_00368,MIA,23.9,0,823401748842435,316728334553808
CDR_00000031,2023-01-01 12:46:50,ACC_00153,+13625792787,+19515663196,213.0,DATA,CELL_00014,CHI,1.59,0,474098481462578,315003944924911
CDR_00000032,2023-01-01 13:33:34,ACC_00423,+14370996465,+19669765127,274.0,ROAMING,CELL_00425,HOU,81.62,0,656345625050670,312836200875734
CDR_00000033,2023-01-01 14:04:14,ACC_00029,+19857233202,+15593493317,113.0,ROAMING,CELL_00338,MIA,47.3,0,599102376724708,314148389636066
CDR_00000034,2023-01-01 14:10:27,ACC_00464,+18951489402,+18382254460,60.0,SMS,CELL_00122,NYC,3.27,0,874984770269788,312480110073553
CDR_00000035,2023-01-01 14:20:16,ACC_00243,+15701002945,+14567551431,11.0,SMS,CELL_00213,MIA,26.02,0,772642204337119,312335905553409
CDR_00000036,2023-01-01 15:20:29,ACC_00480,+14479708607,+15577125232,154.0,SMS,CELL_00446,CHI,89.61,0,422392145857434,313386334005130
CDR_00000037,2023-01-01 15:46:23,ACC_00093,+15026113008,+17850283918,18.0,SMS,CELL_00063,MIA,45.76,0,692160042163296,315311574759975
CDR_00000038,2023-01-01 15:50:11,ACC_00438,+16491781529,+14154291677,243.0,SMS,CELL_00453,HOU,43.56,0,476577478909474,310886537860779
CDR_00000039,2023-01-01 16:09:54,ACC_00194,+17273782926,+14807281285,62.0,VOICE,CELL_00189,NYC,30.89,0,937644713278951,315483568940536
CDR_00000040,2023-01-01 17:01:03,ACC_00113,+17537879117,+13728517958,251.0,SMS,CELL_00365,NYC,32.21,0,913202325044997,310906401355149
CDR_00000041,2023-01-01 17:06:42,ACC_00034,+16637671217,+16962336280,88.0,DATA,CELL_00262,SEA,112.69,0,785061761524811,315349022858389
CDR_00000042,2023-01-01 17:07:42,ACC_00157,+17294796536,+18575178503,73.0,DATA,CELL_00157,NYC,45.61,0,728079875040265,310215075450316
CDR_00000043,2023-01-01 17:19:54,ACC_00358,+12433797840,+15904483171,54.0,DATA,CELL_00443,NYC,118.6,0,885771905427868,315680571957640
CDR_00000044,2023-01-01 18:16:56,ACC_00339,+13193887545,+18992506694,8.0,ROAMING,CELL_00162,BOS,77.92,0,612079786111069,312115432674439
CDR_00000045,2023-01-01 18:30:56,ACC_00482,+19025211183,+16799874155,1.0,DATA,CELL_00295,SEA,74.49,0,826309253147825,310528229035160
CDR_00000046,2023-01-01 18:39:29,ACC_00464,+13566942273,+12830718502,85.0,ROAMING,CELL_00302,LA,82.9,0,967797997781769,312547530775459
CDR_00000047,2023-01-01 18:59:46,ACC_00190,+13589915144,+12720026682,278.0,SMS,CELL_00314,SEA,101.43,0,663670566888918,310409554182065
CDR_00000048,2023-01-01 19:17:45,ACC_00063,+17194793134,+17211534583,106.0,SMS,CELL_00065,BOS,5.24,0,449296306816646,310038319823677
CDR_00000049,2023-01-01 19:46:13,ACC_00444,+17441628293,+19456329685,238.0,VOICE,CELL_00282,MIA,11.98,0,376114534433656,315473110162311
CDR_00000050,2023-01-01 20:04:01,ACC_00418,+14783290795,+19675530430,997.0,VOICE,CELL_00404,CHI,24.81,0,350690392243631,314678946735121
CDR_00000051,2023-01-01 20:46:58,ACC_00447,+18911165043,+14740548360,24.0,VOICE,CELL_00200,SEA,29.18,0,454538215257695,315655975400643
CDR_00000052,2023-01-01 21:52:33,ACC_00315,+17030002177,+13907135532,129.0,VOICE,CELL_00317,HOU,2.82,0,965660226558519,310454132519601
CDR_00000053,2023-01-01 22:12:43,ACC_00440,+15131575764,+13290994227,65.0,VOICE,CELL_00052,HOU,24.29,0,355403530668185,315044534026567
CDR_00000054,2023-01-01 22:17:23,ACC_00029,+12701808367,+13997220003,28.0,DATA,CELL_00460,SEA,38.5,0,811463729229663,313823505154356
CDR_00000055,2023-01-01 22:34:37,ACC_00433,+13629748727,+13080711157,33.0,SMS,CELL_00112,HOU,115.07,0,975133555155561,310874836894313
CDR_00000056,2023-01-01 23:14:13,ACC_00484,+19043745320,+19760420826,34.0,ROAMING,CELL_00433,CHI,19.99,0,553977293888297,316708275060515
CDR_00000057,2023-01-01 23:24:54,ACC_00497,+14392080953,+18204459636,157.0,ROAMING,CELL_00028,LA,70.52,0,614811669161493,311430762300534
CDR_00000058,2023-01-01 23:51:56,ACC_00146,+14940395823,+15076559327,53.0,DATA,CELL_00243,CHI,110.35,0,782838896679319,313947781792141
CDR_00000059,2023-01-02 00:43:16,ACC_00196,+19914988709,+17387973858,35.0,VOICE,CELL_00216,HOU,16.74,0,990143055711988,315630143126138
CDR_00000060,2023-01-02 01:07:08,ACC_00107,+15332894265,+16205084508,261.0,SMS,CELL_00439,SEA,38.32,0,440401821288190,310395367459590
CDR_00000061,2023-01-02 01:09:01,ACC_00411,+17278721273,+19170194352,4.0,VOICE,CELL_00358,MIA,54.53,0,928534955334787,311562251305543
CDR_00000062,2023-01-02 01:11:11,ACC_00065,+16432836771,+18395806656,160.0,VOICE,CELL_00119,BOS,40.14,0,914181133002735,310813483319864
CDR_00000063,2023-01-02 01:41:37,ACC_00048,+13354860540,+19771131240,388.0,SMS,CELL_00044,BOS,16.01,0,898448336829211,313845854425216
CDR_00000064,2023-01-02 02:55:53,ACC_00358,+13149938334,+19819052684,118.0,ROAMING,CELL_00173,BOS,29.74,0,721929839489418,313086239387818
CDR_00000065,2023-01-02 03:17:13,ACC_00272,+17201131692,+17349626125,95.0,SMS,CELL_00494,BOS,0.75,0,716750945551279,316701071672532
CDR_00000066,2023-01-02 03:17:48,ACC_00161,+13351531223,+13249174896,8.0,DATA,CELL_00073,NYC,111.76,0,739957745100463,311942600930874
CDR_00000067,2023-01-02 03:33:49,ACC_00094,+14815087637,+14387877287,84.0,DATA,CELL_00451,HOU,33.69,0,801152978788441,315472563302099
CDR_00000068,2023-01-02 03:57:25,ACC_00076,+17994193360,+15065079514,54.0,SMS,CELL_00187,CHI,38.32,0,978308958021469,310538330480091
CDR_00000069,2023-01-02 04:03:03,ACC_00175,+13970753705,+14456315991,181.0,VOICE,CELL_00190,HOU,150.79,0,653676579708639,313426168977620
CDR_00000070,2023-01-02 04:25:23,ACC_00311,+13137651678,+16272178178,200.0,ROAMING,CELL_00040,BOS,81.09,0,638869680769641,312283454568651
CDR_00000071,2023-01-02 04:31:37,ACC_00323,+17354224376,+18520625958,22.0,SMS,CELL_00417,BOS,28.84,0,580719606478158,310207843116972
CDR_00000072,2023-01-02 04:36:04,ACC_00052,+18706025083,+12930943195,89.0,DATA,CELL_00324,SEA,10.24,0,669339388615126,311036609399089
CDR_00000073,2023-01-02 05:00:44,ACC_00172,+17423433916,+16032244486,236.0,SMS,CELL_00186,HOU,44.21,0,657140056377724,313832821782952
CDR_00000074,2023-01-02 05:07:02,ACC_00165,+14510777721,+17896403000,118.0,VOICE,CELL_00173,NYC,70.6,0,940545330498907,314170443455473
CDR_00000075,2023-01-02 05:25:48,ACC_00455,+13715412119,+15292449864,79.0,VOICE,CELL_00072,LA,30.71,0,428219422272742,314738117208378
CDR_00000076,2023-01-02 05:30:31,ACC_00333,+17236942776,+12159255725,274.0,DATA,CELL_00412,HOU,21.43,0,818821474818509,314998971155439
CDR_00000077,2023-01-02 05:32:20,ACC_00493,+16284391408,+13982039310,408.0,SMS,CELL_00421,BOS,79.48,0,716900100506146,314718708405999
CDR_00000078,2023-01-02 06:00:20,ACC_00152,+14188398760,+17115149289,32.0,DATA,CELL_00205,HOU,0.54,0,455143122700629,315685997109069
CDR_00000079,2023-01-02 06:18:23,ACC_00433,+16685420248,+15541826033,24.0,SMS,CELL_00492,NYC,3.85,0,953239335999278,312862112831353
CDR_00000080,2023-01-02 06:32:53,ACC_00198,+16497330581,+12432816515,240.0,DATA,CELL_00336,NYC,55.45,0,593132521694815,310413298170720
CDR_00000081,2023-01-02 06:35:54,ACC_00136,+12470939445,+12334290528,33.0,VOICE,CELL_00120,CHI,4.81,0,564674900048514,315188246330965
CDR_00000082,2023-01-02 06:49:46,ACC_00493,+14694860228,+17789335043,226.0,VOICE,CELL_00279,SEA,51.35,0,797617564956879,313695544708454
CDR_00000083,2023-01-02 06:50:45,ACC_00453,+19696922252,+14911148194,43.0,SMS,CELL_00324,CHI,7.62,0,788375150466082,312674279937889
CDR_00000084,2023-01-02 06:55:13,ACC_00037,+18108130536,+19125580479,2.0,SMS,CELL_00456,HOU,71.85,0,783249668724925,310819213643212
CDR_00000085,2023-01-02 06:57:21,ACC_00438,+12272849424,+16463818223,66.0,DATA,CELL_00403,LA,18.7,0,369375834693121,313654350168770
CDR_00000086,2023-01-02 07:08:05,ACC_00121,+17934009634,+12450370951,5.0,ROAMING,CELL_00289,MIA,21.15,0,853224345154133,310143341850135
CDR_00000087,2023-01-02 08:04:18,ACC_00212,+16278308761,+15219957041,28.0,ROAMING,CELL_00229,LA,4.23,0,353278550335815,314160993606189
CDR_00000088,2023-01-02 08:05:39,ACC_00284,+14272528809,+16037772681,78.0,DATA,CELL_00460,NYC,2.6,0,984922166825789,313214309585212
CDR_00000089,2023-01-02 08:07:31,ACC_00078,+19991987949,+18270703444,5.0,DATA,CELL_00079,SEA,42.71,0,996988799705693,314227931348565
CDR_00000090,2023-01-02 08:26:41,ACC_00340,+16344277904,+19690472328,4.0,DATA,CELL_00187,HOU,13.71,0,380488112608030,312103984168734
CDR_00000091,2023-01-02 08:56:01,ACC_00313,+15095476665,+17453364303,20.0,ROAMING,CELL_00454,NYC,2.62,0,663100670475422,313087119114384
CDR_00000092,2023-01-02 09:01:37,ACC_00262,+19222891031,+12143639009,75.0,DATA,CELL_00455,MIA,17.54,0,930842875564441,313236077974742
CDR_00000093,2023-01-02 10:18:03,ACC_00451,+18601237300,+14332150206,438.0,VOICE,CELL_00351,LA,186.01,0,417757899399875,310783602032569
CDR_00000094,2023-01-02 10:19:25,ACC_00368,+17440972744,+19304575876,12.0,VOICE,CELL_00017,HOU,0.86,0,853745442047982,312503824414694
CDR_00000095,2023-01-02 10:44:40,ACC_00350,+14752909971,+17059892282,117.0,VOICE,CELL_00244,NYC,98.19,0,414609666591804,311500481426123
CDR_00000096,2023-01-02 11:02:16,ACC_00149,+12479112937,+14272046620,82.0,DATA,CELL_00279,NYC,111.85,0,467723229185575,312723729737273
CDR_00000097,2023-01-02 11:45:25,ACC_00150,+13867302554,+17642796968,7.0,DATA,CELL_00215,HOU,19.37,0,766046506278264,316572453581947
CDR_00000098,2023-01-02 12:12:31,ACC_00311,+13948728483,+12420334663,4.0,VOICE,CELL_00098,MIA,41.59,0,369881824309340,315186889716096
CDR_00000099,2023-01-02 12:18:28,ACC_00498,+17426214626,+12670426325,30.0,VOICE,CELL_00451,HOU,7.65,0,717086528852916,315669854100938
CDR_00000100,2023-01-02 12:26:19,ACC_00034,+18444968287,+19513019294,139.0,DATA,CELL_00251,HOU,51.3,0,532641789078137,310492725008422
CDR_00000101,2023-01-02 12:29:42,ACC_00234,+17062271284,+17863340095,394.0,DATA,CELL_00429,HOU,157.94,0,958330687297510,315024719654912
CDR_00000102,2023-01-02 13:03:25,ACC_00131,+15919706735,+19775704512,97.0,ROAMING,CELL_00293,NYC,21.07,0,719476204417786,310192351910364
CDR_00000103,2023-01-02 13:25:06,ACC_00403,+17576777896,+17310085908,6.0,VOICE,CELL_00032,LA,37.48,0,675728167047991,312845968833252
CDR_00000104,2023-01-02 13:27:48,ACC_00068,+19039234471,+18655813098,36.0,ROAMING,CELL_00451,SEA,18.22,0,655722554824384,311872063128078
CDR_00000105,2023-01-02 14:15:53,ACC_00460,+14615507143,+19694267065,342.0,ROAMING,CELL_00390,LA,30.11,0,570338406397465,312491177472625
CDR_00000106,2023-01-02 15:03:55,ACC_00095,+12656439677,+14514175777,2.0,VOICE,CELL_00372,LA,28.82,0,561907647444389,310494102220156
CDR_00000107,2023-01-02 15:32:10,ACC_00067,+15274958945,+13911988960,111.0,DATA,CELL_00473,LA,63.6,0,941357232593884,312361796011228
CDR_00000108,2023-01-02 15:49:14,ACC_00337,+18611582562,+14907074032,24.0,ROAMING,CELL_00442,LA,81.65,0,783716254174429,312554347849111
CDR_00000109,2023-01-02 15:53:02,ACC_00069,+19639142543,+17810835569,8.0,SMS,CELL_00116,LA,97.81,0,638326876615563,310924536559800
CDR_00000110,2023-01-02 16:45:19,ACC_00407,+18572818974,+17145120865,35.0,DATA,CELL_00487,CHI,13.23,0,985796397173670,314878528623606
CDR_00000111,2023-01-02 17:22:41,ACC_00032,+16297423569,+13840119810,332.0,ROAMING,CELL_00064,CHI,14.23,0,626707410840839,316893910339340
CDR_00000112,2023-01-02 17:49:18,ACC_00018,+13392239675,+16294353914,172.0,SMS,CELL_00330,BOS,217.62,0,469342151906309,314062732067833
CDR_00000113,2023-01-02 18:38:10,ACC_00319,+12083651970,+17875577197,23.0,DATA,CELL_00275,SEA,98.2,0,516373259296558,312025353641250
CDR_00000114,2023-01-02 19:09:34,ACC_00418,+15990448177,+19188945152,8.0,SMS,CELL_00061,SEA,34.34,0,932326313222091,310503986266407
CDR_00000115,2023-01-02 19:27:50,ACC_00082,+19866943545,+17824172529,82.0,VOICE,CELL_00436,BOS,212.32,0,928676183645818,316766954240095
CDR_00000116,2023-01-02 19:33:32,ACC_00442,+13320763135,+18559223210,6.0,ROAMING,CELL_00330,NYC,7.65,0,489851574384823,316198575744701
CDR_00000117,2023-01-02 19:39:15,ACC_00008,+12248786714,+13750281774,62.0,SMS,CELL_00079,BOS,217.82,0,878001835566961,310277603448230
CDR_00000118,2023-01-02 19:48:35,ACC_00413,+16067116918,+14100452758,193.0,VOICE,CELL_00181,HOU,14.62,0,978163626467723,316906516947902
CDR_00000119,2023-01-02 19:52:54,ACC_00260,+16662846057,+13951867520,83.0,ROAMING,CELL_00476,CHI,133.26,0,773221237713597,312759047363396
CDR_00000120,2023-01-02 19:57:25,ACC_00368,+18382280417,+16865508232,273.0,VOICE,CELL_00073,BOS,31.27,0,618296606682570,313725939001980
CDR_00000121,2023-01-02 21:04:30,ACC_00133,+16592232776,+14312113513,188.0,ROAMING,CELL_00162,CHI,31.59,0,416345115033395,314469729174749
CDR_00000122,2023-01-02 21:09:37,ACC_00024,+19561728709,+17454997726,97.0,SMS,CELL_00248,NYC,5.91,0,394828568041172,315672276182888
CDR_00000123,2023-01-02 21:19:06,ACC_00237,+15289233844,+16661649033,188.0,VOICE,CELL_00280,BOS,115.23,0,375757854919654,315157525742645
CDR_00000124,2023-01-02 22:26:38,ACC_00402,+16846404445,+12917538985,12.0,DATA,CELL_00133,LA,93.96,0,941368792144422,311851906696926
CDR_00000125,2023-01-02 22:32:35,ACC_00387,+18336289566,+15439605047,27.0,ROAMING,CELL_00091,LA,42.48,0,872680858319759,316459140596425
CDR_00000126,2023-01-02 22:44:32,ACC_00331,+14361388464,+15523044996,145.0,ROAMING,CELL_00447,HOU,16.12,0,827182628707344,316914348522040
CDR_00000127,2023-01-02 23:12:10,ACC_00425,+17433376835,+15235319689,1.0,VOICE,CELL_00409,LA,42.87,0,630998787585969,315306372268865
CDR_00000128,2023-01-02 23:19:35,ACC_00125,+18112330911,+14628914109,1.0,SMS,CELL_00221,SEA,42.25,0,718238353236634,310146638256261
CDR_00000129,2023-01-02 23:23:29,ACC_00118,+17204633633,+12319591357,57.0,VOICE,CELL_00224,CHI,27.84,0,962795329887499,311762677818874
CDR_00000130,2023-01-02 23:37:08,ACC_00456,+18611226363,+12814160553,242.0,ROAMING,CELL_00062,BOS,8.31,0,445542037008517,310229943309805
CDR_00000131,2023-01-02 23:37:08,ACC_00424,+19429997354,+14592446639,475.0,ROAMING,CELL_00370,SEA,1.86,0,536238871522815,315147062144295
CDR_00000132,2023-01-02 23:49:36,ACC_00271,+17158904543,+13330956558,126.0,DATA,CELL_00338,CHI,18.34,0,845255847407755,315490725763840
CDR_00000133,2023-01-03 00:03:06,ACC_00112,+13338811290,+18410233963,360.0,ROAMING,CELL_00456,BOS,54.37,0,821327406228602,314376264088913
CDR_00000134,2023-01-03 00:08:31,ACC_00086,+14791205006,+17625359170,226.0,SMS,CELL_00447,BOS,82.37,0,964197912808386,315253413422046
CDR_00000135,2023-01-03 00:14:38,ACC_00122,+18176592801,+14639199444,27.0,ROAMING,CELL_00404,SEA,49.81,0,856479849998810,313298778334792
CDR_00000136,2023-01-03 00:46:32,ACC_00088,+14222971316,+13856341843,62.0,VOICE,CELL_00094,CHI,39.29,0,916179758034870,312105695010849
CDR_00000137,2023-01-03 01:24:26,ACC_00053,+12519709079,+19950267215,117.0,DATA,CELL_00304,MIA,93.35,0,649590546008880,315620713804895
CDR_00000138,2023-01-03 01:29:43,ACC_00293,+12965067727,+15963756929,20.0,VOICE,CELL_00266,LA,31.1,0,492778933805545,314925364369227
CDR_00000139,2023-01-03 01:43:40,ACC_00039,+13452066459,+13347108906,45.0,ROAMING,CELL_00312,MIA,28.8,0,788010485467092,315857578649334
CDR_00000140,2023-01-03 01:45:33,ACC_00076,+18821733986,+19354132815,169.0,ROAMING,CELL_00361,LA,55.78,0,839469369272427,311362838481556
CDR_00000141,2023-01-03 01:55:29,ACC_00111,+17283302547,+19418181495,51.0,VOICE,CELL_00062,SEA,23.26,0,418788279679164,311316490738643
CDR_00000142,2023-01-03 01:57:09,ACC_00017,+12945826486,+13778315631,312.0,ROAMING,CELL_00284,CHI,23.46,0,738677269566185,315215159190073
CDR_00000143,2023-01-03 02:17:11,ACC_00428,+16599880278,+19596188752,63.0,SMS,CELL_00468,HOU,130.42,0,849631863058459,313748653197294
CDR_00000144,2023-01-03 02:47:42,ACC_00139,+14710566582,+15798636315,30.0,SMS,CELL_00285,BOS,2.78,0,813078570777578,315154957860055
CDR_00000145,2023-01-03 02:56:23,ACC_00440,+12983297492,+17446147919,28.0,VOICE,CELL_00026,HOU,46.33,0,909519629900549,313552473024341
CDR_00000146,2023-01-03 03:03:47,ACC_00375,+15888749350,+16137193856,139.0,VOICE,CELL_00401,HOU,45.96,0,556742942886818,316317327861982
CDR_00000147,2023-01-03 03:14:35,ACC_00423,+15692105921,+17136854798,55.0,VOICE,CELL_00302,MIA,71.96,0,638932494251098,312095440971277
CDR_00000148,2023-01-03 03:47:56,ACC_00331,+16599297299,+19591972812,32.0,DATA,CELL_00174,SEA,48.12,0,963687905596219,316746914043188
CDR_00000149,2023-01-03 04:42:22,ACC_00338,+13022222125,+14867150847,142.0,SMS,CELL_00456,BOS,15.97,0,845896858372302,314439917445842
CDR_00000150,2023-01-03 05:02:02,ACC_00160,+14873237671,+14852687629,66.0,VOICE,CELL_00042,MIA,29.02,0,448768583446276,314521049261070
CDR_00000151,2023-01-03 05:27:12,ACC_00455,+17215107386,+15926343046,224.0,SMS,CELL_00352,NYC,26.64,0,790167984237306,310169403638181
CDR_00000152,2023-01-03 07:10:23,ACC_00388,+16863242351,+19187818506,96.0,VOICE,CELL_00431,LA,83.0,0,636277024022312,311165303512940
CDR_00000153,2023-01-03 07:48:29,ACC_00082,+18747578714,+17275625619,430.0,ROAMING,CELL_00278,MIA,11.58,0,425118312539646,313502451545602
CDR_00000154,2023-01-03 09:28:42,ACC_00096,+14030106617,+17859217067,56.0,ROAMING,CELL_00304,BOS,22.59,0,381582031120018,311750210848603
CDR_00000155,2023-01-03 09:42:52,ACC_00129,+15369914783,+14701063382,40.0,DATA,CELL_00288,BOS,14.4,0,726870587528857,312158764478783
CDR_00000156,2023-01-03 10:01:29,ACC_00182,+15468173213,+15622722895,124.0,ROAMING,CELL_00118,BOS,37.19,0,688557861787205,312911507808932
CDR_00000157,2023-01-03 10:45:39,ACC_00391,+12817804383,+18703240657,148.0,ROAMING,CELL_00242,HOU,7.57,0,826005089904168,315702928880207
CDR_00000158,2023-01-03 11:04:25,ACC_00226,+16711281963,+12658709019,2.0,DATA,CELL_00356,SEA,21.47,0,512888241642500,313426547722931
CDR_00000159,2023-01-03 11:07:01,ACC_00304,+13851350739,+15540608132,133.0,VOICE,CELL_00438,LA,104.14,0,473316363364771,315028767948771
CDR_00000160,2023-01-03 11:09:25,ACC_00175,+13819256337,+14206179376,24.0,ROAMING,CELL_00207,HOU,86.14,0,743347798067392,312491487352268
CDR_00000161,2023-01-03 11:19:06,ACC_00186,+18300822963,+13471907357,383.0,DATA,CELL_00211,SEA,133.17,0,971109162841025,311171591584332
CDR_00000162,2023-01-03 11:46:31,ACC_00271,+15131356954,+14875001517,103.0,VOICE,CELL_00059,SEA,20.15,0,864256255710343,316989258552157
CDR_00000163,2023-01-03 12:03:27,ACC_00434,+19187045987,+17314096802,16.0,VOICE,CELL_00250,MIA,127.51,0,594425473775930,312894456154298
CDR_00000164,2023-01-03 12:10:04,ACC_00299,+12422701550,+15133005802,6.0,ROAMING,CELL_00017,HOU,29.52,0,404218262586687,311251159344723
CDR_00000165,2023-01-03 12:37:32,ACC_00249,+18024212538,+19772937836,254.0,ROAMING,CELL_00453,BOS,49.36,0,789522917143047,315765239615073
CDR_00000166,2023-01-03 12:55:15,ACC_00461,+17752260871,+16062934958,228.0,SMS,CELL_00484,LA,25.74,0,802971917186162,312825177781818
CDR_00000167,2023-01-03 12:57:01,ACC_00293,+15700855390,+19333836992,68.0,SMS,CELL_00166,BOS,7.53,0,751525695240484,315954308842193
CDR_00000168,2023-01-03 13:26:10,ACC_00409,+13067970820,+15435627262,11.0,ROAMING,CELL_00347,LA,18.32,0,520848222320122,315152237889086
CDR_00000169,2023-01-03 13:42:56,ACC_00271,+17111908335,+16902664189,59.0,SMS,CELL_00390,MIA,123.38,0,639089295952195,316962802866517
CDR_00000170,2023-01-03 14:25:56,ACC_00118,+13926780541,+18470711348,172.0,VOICE,CELL_00137,LA,24.22,0,684962971541540,314582316207365
CDR_00000171,2023-01-03 14:42:41,ACC_00065,+13811967841,+19574549858,130.0,SMS,CELL_00066,CHI,19.61,0,365879274643418,313009924867406
CDR_00000172,2023-01-03 14:42:45,ACC_00141,+13196342297,+13676498485,240.0,VOICE,CELL_00488,CHI,210.6,0,466854208634047,315939838770993
CDR_00000173,2023-01-03 15:07:48,ACC_00179,+17367877823,+12445328965,167.0,SMS,CELL_00404,CHI,22.3,0,711149911507006,311757659449111
CDR_00000174,2023-01-03 15:10:36,ACC_00196,+15965395580,+15479988111,48.0,VOICE,CELL_00369,SEA,66.81,0,906003246372310,315939301551230
CDR_00000175,2023-01-03 15:31:09,ACC_00162,+18198199348,+14887159244,50.0,VOICE,CELL_00131,CHI,119.35,0,805292342070570,313528299218517
CDR_00000176,2023-01-03 15:58:39,ACC_00477,+19994433511,+16109914642,125.0,VOICE,CELL_00482,NYC,48.53,0,423974615821091,315584843141171
CDR_00000177,2023-01-03 16:35:21,ACC_00014,+14363629219,+19717042153,45.0,DATA,CELL_00061,HOU,6.87,0,662382123851709,314217183297560
