CDR_ID,Call_Date,Call_Start_Time,A_Party_Number,B_Party_Number,Call_Type,Call_Duration_Seconds,IMSI,IMEI,First_BTS_Location,First_Cell_Global_ID,Roaming_Network_Circle
CDR202600000548,2025-02-18,07:09:41,+918601678460,+916637351217,VOICE,146,404727812152075,356445824819018,TamilNadu_BTS_002,404-45-158-984,Tamil Nadu
CDR202600000556,2025-09-04,00:10:37,+918442782692,+919368799167,VOICE,68,404643711503373,350790045417054,Maharashtra_BTS_002,404-45-718-271,Maharashtra
CDR202600000559,2025-03-23,14:18:34,+919297898204,+916850067098,VOICE,247,404760445197508,354357601117156,UttarPradesh_BTS_006,404-45-726-827,Uttar Pradesh
CDR202600000569,2025-05-29,07:41:40,+918301052635,+918696518496,VOICE,23,404269636243100,354829168668657,UttarPradesh_BTS_009,404-45-378-289,Uttar Pradesh
CDR202600000581,2025-12-12,05:48:56,+917685568330,+919088282045,VOICE,17,404538801443233,356861719798878,Gujarat_BTS_007,404-45-928-891,Gujarat
CDR202600000591,2025-05-09,06:18:07,+918172835235,+917652537154,SMS,0,404465424533323,352772497900443,Mumbai_BTS_007,404-45-348-804,Mumbai
CDR202600000603,2025-05-07,23:42:33,+918916760794,+917865730155,VOICE,138,404314766401059,355974034938205,WestBengal_BTS_008,404-45-979-482,West Bengal
CDR202600000612,2025-06-26,17:04:02,+917033743556,+919160449642,VOICE,391,404552918981175,351254731911273,Karnataka_BTS_001,404-45-767-554,Karnataka
CDR202600000615,2025-11-23,01:16:55,+916324927197,+917838092720,SMS,0,404974475881983,359623747783904,UttarPradesh_BTS_003,404-45-618-272,Uttar Pradesh
CDR202600000650,2025-11-25,01:50:28,+919931602912,+916442684297,MISSED,0,404590206810548,352267125251728,Maharashtra_BTS_003,404-45-665-301,Maharashtra
CDR202600000663,2025-06-29,14:10:49,+919035872592,+917856026674,VOICE,61,404176513677180,358147382867368,Delhi_BTS_002,404-45-935-071,Delhi
CDR202600000676,2025-11-16,00:40:18,+917157933424,+916591627817,SMS,0,404790762450803,354252673595644,WestBengal_BTS_003,404-45-735-768,West Bengal
CDR202600000696,2025-06-05,17:23:08,+916885062905,+916658111686,VOICE,90,404106549030016,355260172538765,Rajasthan_BTS_007,404-45-605-094,Rajasthan
CDR202600000697,2025-10-30,10:05:52,+916514444241,+916510536250,VOICE,91,404954341991008,354682315116551,UttarPradesh_BTS_015,404-45-658-037,Uttar Pradesh
CDR202600000703,2025-06-15,23:20:55,+917673887251,+916661818948,VOICE,28,404034660586964,357154305569131,TamilNadu_BTS_006,404-45-678-536,Tamil Nadu
CDR202600000744,2025-11-17,02:29:51,+917050477573,+917433585027,VOICE,7,404434289472964,358822575952937,Maharashtra_BTS_008,404-45-173-624,Maharashtra
CDR202600000748,2025-04-01,23:28:00,+918279910426,+918613480895,VOICE,39,404145706757068,354004430320884,Mumbai_BTS_011,404-45-995-946,Mumbai
CDR202600000749,2025-10-16,04:28:20,+919228648661,+917488910754,VOICE,136,404062074871707,352732202314545,UttarPradesh_BTS_004,404-45-170-901,Uttar Pradesh
CDR202600000758,2025-02-27,06:52:23,+918659293528,+917669267123,VOICE,120,404403593901531,357850888001352,WestBengal_BTS_001,404-45-415-374,West Bengal
CDR202600000762,2025-01-15,16:23:15,+917121502730,+917278712227,VOICE,233,404041583460793,353992451997602,Maharashtra_BTS_008,404-45-173-624,Maharashtra
CDR202600000765,2025-03-30,03:47:26,+918821361584,+917309279648,VOICE,61,404264036882514,351191519429282,UttarPradesh_BTS_013,404-45-265-760,Uttar Pradesh
CDR202600000785,2025-02-23,17:49:23,+917057475889,+917113752610,VOICE,97,404390080579944,356450181783976,Mumbai_BTS_011,404-45-243-433,Mumbai
CDR202600000805,2025-06-17,13:58:13,+917970169332,+918328592327,SMS,0,404164984931394,359981012273854,Mumbai_BTS_011,404-45-243-433,Mumbai
CDR202600000823,2025-10-21,22:32:59,+917853209083,+916410834554,VOICE,85,404000619432812,356610058589581,Rajasthan_BTS_019,404-45-414-246,Rajasthan
CDR202600000825,2025-10-22,09:51:24,+917807628036,+919391140734,VOICE,234,404935550451991,357123717764417,UttarPradesh_BTS_007,404-45-370-119,Uttar Pradesh
CDR202600000826,2025-05-19,03:07:30,+917120205782,+916098490653,VOICE,93,404174217073515,350906177101656,Mumbai_BTS_006,404-45-235-741,Mumbai
CDR202600000831,2025-02-06,01:28:25,+916746930885,+917695817918,VOICE,71,404587502169657,358480295229847,Rajasthan_BTS_015,404-45-612-781,Rajasthan
CDR202600000836,2025-04-16,04:24:47,+919054417755,+916620449138,SMS,0,404672964671416,357560770657471,Rajasthan_BTS_016,404-45-961-655,Rajasthan
CDR202600000853,2025-09-08,21:01:35,+919238646572,+918645734403,VOICE,78,404122546600227,356699898161116,Maharashtra_BTS_002,404-45-718-271,Maharashtra
CDR202600000857,2025-04-28,16:37:37,+919072974918,+917898791568,VOICE,24,404104894938660,351057867197891,Rajasthan_BTS_010,404-45-641-258,Rajasthan
CDR202600000859,2025-06-01,12:37:19,+918179229014,+919758829816,VOICE,497,404426577272797,353309923582225,Maharashtra_BTS_001,404-45-204-095,Maharashtra
CDR202600000864,2025-01-22,06:14:51,+919584865696,+917165016325,VOICE,93,404454113880758,351111817005243,Rajasthan_BTS_013,404-45-400-446,Rajasthan
CDR202600000897,2025-04-13,00:25:47,+918268162582,+916819468956,VOICE,36,404801572112221,353560041063325,Maharashtra_BTS_003,404-45-949-644,Maharashtra
CDR202600000924,2025-09-11,17:03:59,+919264151644,+918666798076,VOICE,165,404688185064574,355552234536942,Delhi_BTS_003,404-45-993-622,Delhi
CDR202600000939,2025-01-31,09:04:03,+917281380741,+917691970519,VOICE,24,404799259442598,359333505100280,TamilNadu_BTS_004,404-45-683-253,Tamil Nadu
CDR202600000963,2025-08-24,17:16:11,+918292296529,+918656840206,VOICE,119,404382658365193,354945589008114,Mumbai_BTS_010,404-45-211-255,Mumbai
CDR202600000980,2025-05-30,23:59:47,+916323610446,+917733617976,SMS,0,404102448409285,357016599069501,UttarPradesh_BTS_009,404-45-378-289,Uttar Pradesh
CDR202600001001,2025-07-07,20:59:39,+916259148611,+916048012150,VOICE,29,404617825779155,352262798414567,WestBengal_BTS_001,404-45-915-996,West Bengal
CDR202600001026,2025-08-29,10:01:43,+919083548905,+919035872592,SMS,0,404016310765459,354321078343470,Mumbai_BTS_011,404-45-287-286,Mumbai
CDR202600001028,2025-08-19,23:21:59,+916427419510,+919780125713,VOICE,139,404618998841302,356756287779275,WestBengal_BTS_006,404-45-906-719,West Bengal
CDR202600001037,2025-09-11,19:05:29,+918168567845,+918328592327,VOICE,95,404952803342322,351897341850605,Maharashtra_BTS_009,404-45-350-168,Maharashtra
CDR202600001039,2025-04-04,23:58:36,+917719582304,+919471554324,MISSED,0,404141578438189,356658309701361,TamilNadu_BTS_005,404-45-734-084,Tamil Nadu
CDR202600001056,2025-09-04,14:29:28,+919885116593,+916587191479,MISSED,0,404573554584697,350387864187171,Rajasthan_BTS_010,404-45-494-391,Rajasthan
CDR202600001077,2025-02-20,21:26:12,+919987672814,+916798129927,MISSED,0,404337914103881,358766259201169,Maharashtra_BTS_008,404-45-818-960,Maharashtra
CDR202600001078,2025-08-05,20:52:32,+916812910123,+917027859936,VOICE,97,404386230778435,354514605780261,WestBengal_BTS_002,404-45-205-363,West Bengal
CDR202600001086,2025-02-08,20:15:00,+919481578095,+919514705651,VOICE,206,404731184559838,353363302337556,TamilNadu_BTS_001,404-45-614-942,Tamil Nadu
CDR202600001087,2025-07-28,16:50:03,+916935232307,+919939243535,MISSED,0,404572288052010,359075642747298,Maharashtra_BTS_007,404-45-479-364,Maharashtra
CDR202600001091,2025-06-15,15:57:26,+918237244526,+916910071557,VOICE,103,404887443731900,359768822021950,UttarPradesh_BTS_011,404-45-533-850,Uttar Pradesh
CDR202600001128,2025-11-04,13:05:00,+917286120422,+917508657835,VOICE,186,404638322742938,355157312403493,Maharashtra_BTS_007,404-45-473-167,Maharashtra
CDR202600001131,2025-09-18,18:00:42,+917337882917,+919353016701,VOICE,45,404033985038244,353428765450910,Maharashtra_BTS_004,404-45-691-197,Maharashtra
CDR202600001145,2025-03-04,09:28:06,+919901118259,+919646677603,VOICE,69,404666084841069,355406627758639,Karnataka_BTS_004,404-45-985-411,Karnataka
CDR202600001151,2025-05-14,10:51:08,+917224334070,+919630217946,VOICE,273,404643011346784,356500291529912,Rajasthan_BTS_013,404-45-400-446,Rajasthan
CDR202600001164,2025-09-16,20:59:14,+916208722564,+917143289283,VOICE,19,404928364320131,350868336622722,UttarPradesh_BTS_003,404-45-736-577,Uttar Pradesh
CDR202600001173,2025-11-28,03:54:29,+917246431648,+919411799141,VOICE,22,404012363005894,356383342247027,UttarPradesh_BTS_012,404-45-233-653,Uttar Pradesh
CDR202600001196,2025-09-20,00:23:36,+918248898163,+919455198541,VOICE,6,404750252756005,353516979591158,Gujarat_BTS_005,404-45-338-518,Gujarat
CDR202600001203,2025-03-31,20:14:12,+919256264316,+916689624081,VOICE,73,404504327748677,356164543648007,UttarPradesh_BTS_001,404-45-371-406,Uttar Pradesh
CDR202600001253,2025-08-29,00:39:00,+916466618745,+917826829645,SMS,0,404067443426390,353004037130724,Gujarat_BTS_007,404-45-703-285,Gujarat
CDR202600001259,2025-12-26,17:23:34,+919251407196,+918317688836,SMS,0,404080962022018,351035090039455,Gujarat_BTS_008,404-45-814-433,Gujarat
CDR202600001305,2025-02-22,21:56:20,+918513829615,+917356164222,VOICE,2,404363714909452,353790820506270,WestBengal_BTS_004,404-45-283-755,West Bengal
CDR202600001332,2025-05-27,13:56:22,+917805833995,+919356297038,SMS,0,404200528997250,359929817415965,Rajasthan_BTS_017,404-45-652-977,Rajasthan
CDR202600001334,2025-10-01,02:27:04,+919689954668,+919714952391,VOICE,92,404962482169580,354487431859263,WestBengal_BTS_003,404-45-735-768,West Bengal
CDR202600001375,2025-04-04,08:04:43,+917801519560,+919201163316,VOICE,3,404794358148161,351276565466601,Rajasthan_BTS_007,404-45-241-522,Rajasthan
CDR202600001380,2025-01-29,07:42:18,+917385213450,+917314734437,SMS,0,404729372928571,354775270289013,Delhi_BTS_003,404-45-662-170,Delhi
CDR202600001394,2025-06-12,03:04:34,+917973251352,+917294504936,SMS,0,404842703324974,350053906234228,Karnataka_BTS_004,404-45-160-169,Karnataka
CDR202600001403,2025-10-01,03:02:40,+917725121411,+917101589949,VOICE,205,404273671133775,353741809469609,Maharashtra_BTS_007,404-45-479-364,Maharashtra
CDR202600001407,2025-01-03,20:14:31,+917114445865,+919831801291,MISSED,0,404790210119349,359824433046521,UttarPradesh_BTS_012,404-45-233-653,Uttar Pradesh
CDR202600001410,2025-11-27,03:45:06,+918584425155,+919075387950,VOICE,99,404576877276392,355808173884923,Maharashtra_BTS_002,404-45-926-045,Maharashtra
CDR202600001433,2025-09-27,12:22:49,+918335471524,+916009017229,VOICE,582,404943595860397,350947287373773,UttarPradesh_BTS_003,404-45-618-272,Uttar Pradesh
CDR202600001442,2025-02-08,18:05:44,+919513296299,+918097404542,VOICE,6,404236173707456,351412412328100,Delhi_BTS_006,404-45-629-463,Delhi
CDR202600001445,2025-03-12,11:21:16,+916082929566,+919489797515,VOICE,66,404761228926790,350254229679963,Mumbai_BTS_007,404-45-196-100,Mumbai
CDR202600001448,2025-12-25,14:13:19,+916294765738,+917179683262,SMS,0,404436117525370,357147122376668,Delhi_BTS_001,404-45-180-088,Delhi
CDR202600001449,2025-08-03,19:35:24,+917776631300,+919966441687,VOICE,39,404198544869698,353663425013585,UttarPradesh_BTS_011,404-45-966-053,Uttar Pradesh
CDR202600001460,2025-12-01,00:33:50,+919677377861,+919713366185,VOICE,662,404890412617546,352285292131740,Rajasthan_BTS_019,404-45-119-115,Rajasthan
CDR202600001469,2025-06-08,14:30:29,+916915091394,+919810694473,VOICE,46,404678390636710,353917473967662,Rajasthan_BTS_017,404-45-652-977,Rajasthan
CDR202600001484,2025-08-27,00:09:28,+919546879057,+919993767689,SMS,0,404161839733863,357925257574864,Maharashtra_BTS_003,404-45-487-081,Maharashtra
CDR202600001487,2025-07-18,19:57:37,+918048118059,+916117522771,VOICE,184,404377242000887,355827202728097,TamilNadu_BTS_003,404-45-169-692,Tamil Nadu
CDR202600001505,2025-01-11,08:01:33,+917490888299,+918984132297,VOICE,195,404858443106377,356536638709319,Mumbai_BTS_011,404-45-287-286,Mumbai
CDR202600001530,2025-11-26,18:24:17,+919869682734,+917221820048,VOICE,87,404840763541305,357055689869382,Mumbai_BTS_010,404-45-211-255,Mumbai
CDR202600001588,2025-11-29,15:01:12,+919435465077,+919952426960,VOICE,377,404951762216179,359979462132885,Mumbai_BTS_010,404-45-296-195,Mumbai
CDR202600001589,2025-09-12,13:09:21,+919951974036,+917230760386,SMS,0,404729973304856,351587713694089,Gujarat_BTS_007,404-45-325-460,Gujarat
CDR202600001610,2025-12-25,04:49:55,+917526964242,+917368161949,VOICE,5,404916845285673,357785855799387,Rajasthan_BTS_012,404-45-798-907,Rajasthan
CDR202600001622,2025-01-23,16:22:42,+918579387995,+918966786260,VOICE,266,404601407442411,351451522781984,Karnataka_BTS_005,404-45-902-804,Karnataka
CDR202600001641,2025-12-01,17:26:56,+916161636790,+918502236248,SMS,0,404032416006259,353937103207004,UttarPradesh_BTS_008,404-45-860-567,Uttar Pradesh
CDR202600001671,2025-01-04,15:20:42,+917549758539,+918912372592,MISSED,0,404332920636521,356622671054620,WestBengal_BTS_005,404-45-785-885,West Bengal
CDR202600001674,2025-11-04,00:15:14,+916565419648,+917640376327,VOICE,396,404188706948239,355941350535795,UttarPradesh_BTS_001,404-45-371-406,Uttar Pradesh
CDR202600001678,2025-09-26,14:53:50,+916429632648,+918796913605,VOICE,129,404858566180420,353977887341390,TamilNadu_BTS_003,404-45-169-692,Tamil Nadu
CDR202600001685,2025-11-09,10:44:58,+917657239820,+919413815735,VOICE,174,404084153171513,353059818724403,Rajasthan_BTS_005,404-45-505-906,Rajasthan
CDR202600001702,2025-12-02,05:05:46,+919561046066,+917066829794,VOICE,18,404446274868719,351051835678147,Rajasthan_BTS_019,404-45-414-246,Rajasthan
CDR202600001715,2025-02-07,12:32:49,+919505479050,+917423945257,SMS,0,404499298404027,351598353762720,Rajasthan_BTS_007,404-45-605-094,Rajasthan
CDR202600001777,2025-06-29,00:38:30,+916138868243,+919432573996,VOICE,7,404209190449383,353481552324366,Gujarat_BTS_003,404-45-704-433,Gujarat
CDR202600001785,2025-10-30,18:48:09,+916983923513,+916356168385,VOICE,12,404363989843685,354481823348266,Rajasthan_BTS_013,404-45-448-115,Rajasthan
CDR202600001797,2025-02-28,08:04:07,+919808010443,+916462747289,VOICE,83,404234136209345,352209915393604,Maharashtra_BTS_005,404-45-181-876,Maharashtra
CDR202600001800,2025-09-27,11:51:27,+917525859950,+917827621750,VOICE,42,404435701007261,353205244452659,Delhi_BTS_003,404-45-371-541,Delhi
CDR202600001816,2025-08-23,21:04:16,+919087336721,+918329684319,VOICE,18,404034854348728,356841696744299,Rajasthan_BTS_007,404-45-470-225,Rajasthan
CDR202600001826,2025-11-16,13:06:42,+918849056087,+917803278203,SMS,0,404554305257637,352996233130498,Rajasthan_BTS_015,404-45-208-892,Rajasthan
CDR202600001833,2025-06-12,17:21:43,+918750445092,+917133264916,VOICE,24,404829745533858,358188229109013,UttarPradesh_BTS_006,404-45-726-827,Uttar Pradesh
CDR202600001838,2025-06-27,05:14:03,+918135847227,+918376125529,VOICE,133,404705839709427,352274483685648,Mumbai_BTS_008,404-45-984-747,Mumbai
CDR202600001844,2025-07-07,17:38:40,+919181703697,+918892470993,VOICE,196,404195778210088,353461687222650,Rajasthan_BTS_001,404-45-755-705,Rajasthan
CDR202600001861,2025-04-22,04:21:01,+917654232184,+918148392067,SMS,0,404850782025279,359043332001581,Rajasthan_BTS_006,404-45-246-272,Rajasthan
CDR202600001882,2025-06-20,23:00:17,+918641911927,+919898277174,VOICE,165,404537909276345,351316554821625,UttarPradesh_BTS_006,404-45-726-827,Uttar Pradesh
CDR202600001891,2025-07-11,16:47:27,+918535912450,+918001718408,VOICE,138,404181531758121,352125690015872,Rajasthan_BTS_019,404-45-414-246,Rajasthan
CDR202600001908,2025-06-29,05:24:09,+917501730315,+918024212426,VOICE,163,404520349735961,357930870044264,Maharashtra_BTS_003,404-45-487-081,Maharashtra
CDR202600001935,2025-05-30,16:38:49,+917893772136,+919862546050,VOICE,123,404429532819085,353373947208139,Rajasthan_BTS_016,404-45-961-655,Rajasthan
CDR202600001937,2025-01-20,15:36:34,+917975423561,+919395517234,VOICE,20,404972382407472,354824819097886,Rajasthan_BTS_006,404-45-862-575,Rajasthan
CDR202600001952,2025-11-17,13:37:19,+918338611439,+918207421117,VOICE,333,404664037892493,356158644387525,Maharashtra_BTS_003,404-45-649-128,Maharashtra
CDR202600001963,2025-08-20,05:58:32,+919545954622,+917429125374,SMS,0,404811126705487,350421196296396,Rajasthan_BTS_010,404-45-641-258,Rajasthan
CDR202600001977,2025-02-13,21:54:20,+919811226045,+919384954099,VOICE,10,404638213725374,350524536878750,Gujarat_BTS_001,404-45-859-282,Gujarat
CDR202600001992,2025-06-16,15:40:57,+919939243535,+918358273972,VOICE,314,404534470716340,352191846903788,Maharashtra_BTS_003,404-45-949-644,Maharashtra
CDR202600002010,2025-10-24,11:00:58,+917309336129,+916365135813,VOICE,374,404982581860448,358566519455425,WestBengal_BTS_003,404-45-342-886,West Bengal
CDR202600002021,2025-03-27,01:17:41,+917136919849,+917529034884,VOICE,111,404686926242393,351556743422821,Karnataka_BTS_006,404-45-669-678,Karnataka
CDR202600002035,2025-03-31,07:16:56,+918700671092,+919425196407,VOICE,345,404353205594019,358268170015396,Mumbai_BTS_008,404-45-520-479,Mumbai
CDR202600002056,2025-03-19,02:08:50,+917668323714,+917676778478,VOICE,29,404911142353809,353310635461271,Rajasthan_BTS_004,404-45-374-068,Rajasthan
CDR202600002059,2025-03-13,13:06:22,+916965898142,+916448080635,VOICE,147,404262293943609,359645365912099,Rajasthan_BTS_017,404-45-652-977,Rajasthan
CDR202600002061,2025-10-29,19:29:03,+919470525787,+919732696528,VOICE,46,404511572349636,353167444461153,Mumbai_BTS_007,404-45-196-100,Mumbai
CDR202600002072,2025-03-10,09:14:39,+918628943401,+918679677646,VOICE,291,404435931818199,353550522096207,Maharashtra_BTS_008,404-45-799-664,Maharashtra
CDR202600002108,2025-03-12,17:48:06,+919461257360,+917594521346,VOICE,173,404124789873520,350217871310549,Karnataka_BTS_003,404-45-597-493,Karnataka
CDR202600002124,2025-11-26,19:48:18,+918750445092,+919115239082,VOICE,126,404829745533858,352429317504650,Maharashtra_BTS_007,404-45-473-167,Maharashtra
CDR202600002126,2025-10-19,20:16:11,+919480087794,+917638080920,VOICE,76,404788837955307,359328123776725,UttarPradesh_BTS_015,404-45-658-037,Uttar Pradesh
CDR202600002131,2025-08-19,21:40:37,+916908228505,+919780125713,VOICE,75,404906057084823,351426409714398,TamilNadu_BTS_004,404-45-683-253,Tamil Nadu
CDR202600002134,2025-07-03,02:48:10,+919210440205,+918432597979,SMS,0,404614263663820,350677466958333,Mumbai_BTS_003,404-45-334-070,Mumbai
CDR202600002139,2025-04-02,08:01:58,+917725121411,+918817995230,VOICE,75,404273671133775,353741809469609,UttarPradesh_BTS_002,404-45-568-324,Uttar Pradesh
CDR202600002162,2025-06-13,16:39:24,+916525185027,+916348016574,MISSED,0,404326868524567,350916689779859,Karnataka_BTS_008,404-45-693-754,Karnataka
CDR202600002203,2025-10-04,00:53:24,+917542475562,+918224409672,VOICE,23,404368384365362,355926837760321,Karnataka_BTS_002,404-45-195-949,Karnataka
CDR202600002215,2025-06-04,04:23:30,+919696482418,+918278086239,VOICE,120,404680864369710,350447888309040,Karnataka_BTS_005,404-45-902-804,Karnataka
CDR202600002222,2025-09-23,14:02:58,+919947355979,+916674498908,MISSED,0,404337269587496,352607597038756,UttarPradesh_BTS_013,404-45-265-760,Uttar Pradesh
CDR202600002229,2025-02-12,00:05:09,+917439684478,+919318512872,VOICE,74,404373437976019,359597030288832,UttarPradesh_BTS_015,404-45-658-037,Uttar Pradesh
CDR202600002252,2025-01-06,23:06:32,+918707498242,+918303854300,VOICE,152,404424071853869,358972338624894,UttarPradesh_BTS_014,404-45-214-078,Uttar Pradesh
CDR202600002278,2025-03-29,12:28:18,+919359991607,+917016256207,VOICE,355,404715151074566,356015168849759,Maharashtra_BTS_005,404-45-181-876,Maharashtra
CDR202600002305,2025-08-30,03:35:32,+918133493776,+919272430756,VOICE,242,404851434879460,357292330025722,Karnataka_BTS_003,404-45-597-493,Karnataka
CDR202600002311,2025-01-04,01:52:18,+918912372592,+919913844773,VOICE,57,404393736192069,352817084443637,UttarPradesh_BTS_013,404-45-552-565,Uttar Pradesh
CDR202600002329,2025-01-01,03:12:27,+918237244526,+916447047934,VOICE,114,404887443731900,359768822021950,Maharashtra_BTS_002,404-45-967-353,Maharashtra
CDR202600002346,2025-11-12,16:01:25,+918407317690,+916115268967,SMS,0,404328511152985,358813516346780,Gujarat_BTS_007,404-45-928-891,Gujarat
CDR202600002369,2025-04-15,10:58:15,+917412022460,+919061094674,VOICE,1,404127799645791,359981504094539,Mumbai_BTS_005,404-45-626-244,Mumbai
