CDR_ID,Timestamp,Account_ID,Caller_Number,Callee_Number,Duration_Seconds,Call_Type,Cell_ID,Location_Area,Data_Volume_MB,Roaming_Indicator,IMEI,IMSI
CDR_00000049,2023-01-04 03:24:53,ACC_00242,+13148508037,+12560933916,108.0,SMS,CELL_00415,LA,1.24,0,969449102488286,315259384129441
CDR_00000050,2023-01-04 03:46:23,ACC_00100,+14965510212,+17149086717,30.0,DATA,CELL_00141,LA,5.96,0,931142545923022,316635864899715
CDR_00000051,2023-01-04 04:15:28,ACC_00454,+15249630893,+15137804634,76.0,SMS,CELL_00166,LA,63.41,0,357254288902239,311620114797563
CDR_00000052,2023-01-04 06:33:46,ACC_00142,+17708485196,+19547799965,307.0,SMS,CELL_00027,HOU,22.24,0,606947390871018,312357200843648
CDR_00000053,2023-01-04 06:36:30,ACC_00447,+17784158851,+19547772151,17.0,SMS,CELL_00487,BOS,9.94,0,530636697765276,313455678511607
CDR_00000054,2023-01-28 06:15:04,ACC_00032,+12500290385,+12607079539,1603.0,VOICE,CELL_00319,LA,9.58,0,500641359976167,316607692783151
CDR_00000055,2023-01-04 11:13:06,ACC_00199,+12826788607,+17875074978,42.0,DATA,CELL_00368,LA,14.57,0,371992624172388,312060374305562
CDR_00000056,2023-01-04 11:19:46,ACC_00032,+18593333343,+13787874272,17.0,SMS,CELL_00390,CHI,126.57,0,941691551261975,312089534696152
CDR_00000057,2023-01-04 12:55:13,ACC_00316,+13876844325,+17787952628,87.0,SMS,CELL_00201,BOS,83.76,0,659229176699086,313275707798866
CDR_00000058,2023-01-04 13:53:54,ACC_00002,+12273526848,+18256904269,101.0,DATA,CELL_00243,CHI,3.7,0,705297720339169,316793489288329
CDR_00000059,2023-01-04 15:04:48,ACC_00485,+12230637994,+12811527852,271.0,ROAMING,CELL_00289,BOS,31.67,0,446670209841299,316783379786041
CDR_00000060,2023-01-04 15:27:34,ACC_00366,+12612494514,+16712164458,11.0,VOICE,CELL_00305,CHI,35.62,0,724661171534061,314867928561622
CDR_00000061,2023-01-04 16:45:32,ACC_00050,+18052997310,+15567912041,471.0,DATA,CELL_00495,MIA,34.21,0,497642273203258,316957944733804
CDR_00000062,2023-01-04 18:55:55,ACC_00307,+17928812917,+13637538687,90.0,SMS,CELL_00116,SEA,77.9,0,863899204326087,314333682540865
CDR_00000063,2023-01-04 20:06:42,ACC_00409,+17167868274,+14967096644,64.0,DATA,CELL_00111,NYC,29.03,0,920469818091262,314654306031222
CDR_00000064,2023-01-04 20:15:42,ACC_00217,+16941125561,+18851361785,112.0,VOICE,CELL_00306,SEA,25.01,0,957449360178004,312484409646147
CDR_00000065,2023-01-04 21:51:30,ACC_00421,+13665099696,+12660679175,66.0,DATA,CELL_00429,HOU,19.86,0,368875094741846,310370760383711
CDR_00000066,2023-01-04 22:23:42,ACC_00368,+12489186573,+16442303689,79.0,VOICE,CELL_00463,NYC,61.83,0,741359606324185,313839441975222
CDR_00000067,2023-01-04 23:08:53,ACC_00065,+19778506753,+13404386047,44.0,ROAMING,CELL_00396,HOU,66.07,0,609886673810331,315130466056298
CDR_00000068,2023-01-04 23:13:52,ACC_00221,+19130226496,+16893520115,46.0,SMS,CELL_00252,MIA,4.16,0,498769864601461,310292567913897
CDR_00000069,2023-01-04 23:42:12,ACC_00483,+16852488151,+13752034242,36.0,DATA,CELL_00170,BOS,41.95,0,921446442132933,312310060264160
CDR_00000070,2023-01-05 01:35:01,ACC_00320,+15831552599,+15461462409,124.0,DATA,CELL_00153,MIA,86.69,0,417921650171989,314587630484649
CDR_00000071,2023-01-05 02:17:54,ACC_00404,+12279431535,+19863534733,61.0,DATA,CELL_00476,LA,14.2,0,716188739448735,314470155217908
CDR_00000072,2023-01-05 04:07:55,ACC_00229,+18669705939,+12876045052,17.0,DATA,CELL_00390,MIA,13.0,0,626530435967593,313229715555542
CDR_00000073,2023-01-05 09:08:39,ACC_00190,+17930730903,+19819428630,10.0,DATA,CELL_00259,SEA,99.02,0,457205518219004,311333953324081
CDR_00000074,2023-01-05 11:14:50,ACC_00279,+13047585171,+15329354499,16.0,ROAMING,CELL_00451,BOS,62.09,0,430712939056491,313152601540310
CDR_00000075,2023-01-05 11:49:34,ACC_00057,+12477704267,+17229417744,52.0,SMS,CELL_00398,NYC,20.58,0,657364237781244,314275041723236
CDR_00000076,2023-01-05 13:50:48,ACC_00287,+19138699092,+16664462329,113.0,DATA,CELL_00474,SEA,89.73,0,882600028799254,310359659182164
CDR_00000077,2023-01-05 20:17:42,ACC_00231,+12206255859,+12292049868,69.0,VOICE,CELL_00002,BOS,7.1,0,784772641886670,313126431358235
CDR_00000078,2023-01-05 20:35:02,ACC_00055,+15417091554,+14003785682,218.0,DATA,CELL_00447,BOS,11.44,0,373869647959998,310612144184351
CDR_00000079,2023-01-05 22:22:07,ACC_00185,+16233675530,+18852687769,7.0,ROAMING,CELL_00066,NYC,3.17,0,358530623186002,310888806634374
CDR_00000080,2023-01-05 22:23:28,ACC_00062,+13864584331,+15709121240,135.0,VOICE,CELL_00016,LA,74.43,0,473270939154612,312044837776747
CDR_00000081,2023-01-05 23:04:39,ACC_00410,+12806429450,+12994987121,20.0,VOICE,CELL_00049,SEA,9.52,0,525054826554207,312334148038905
CDR_00000082,2023-01-05 23:52:14,ACC_00070,+16131621616,+14907906959,123.0,VOICE,CELL_00478,MIA,71.59,0,827717381914239,315379208800361
CDR_00000083,2023-01-06 01:00:58,ACC_00059,+12151783881,+16184476744,261.0,ROAMING,CELL_00492,MIA,31.45,0,813631253381990,310937581741816
CDR_00000084,2023-01-06 02:34:49,ACC_00351,+17164350857,+12474789506,8.0,DATA,CELL_00257,MIA,17.69,0,955453772440466,313913633827239
CDR_00000085,2023-01-06 03:09:40,ACC_00170,+18606622531,+14913952033,36.0,VOICE,CELL_00498,CHI,4.61,0,637216171462447,316829934470920
CDR_00000086,2023-01-06 05:18:44,ACC_00278,+18255464370,+13485905559,159.0,ROAMING,CELL_00183,HOU,13.71,0,805711017359976,312322443725358
CDR_00000087,2023-01-06 08:39:43,ACC_00255,+19478272130,+19870979820,94.0,SMS,CELL_00354,NYC,77.8,0,497921594053001,310880600059147
CDR_00000088,2023-01-06 09:06:14,ACC_00190,+19468732543,+14787810071,17.0,ROAMING,CELL_00435,SEA,59.06,0,625041606114887,313633943896146
CDR_00000089,2023-01-06 12:12:19,ACC_00034,+19497220317,+13108946226,147.0,VOICE,CELL_00025,NYC,13.14,0,957795833699181,311489234552178
CDR_00000090,2023-01-06 12:50:40,ACC_00026,+12938779618,+18503183742,125.0,ROAMING,CELL_00075,HOU,59.75,0,897512836171776,313320719565943
CDR_00000091,2023-01-06 13:23:36,ACC_00047,+12602790728,+15238612385,41.0,SMS,CELL_00177,CHI,17.04,0,880317397274043,316583487391578
CDR_00000092,2023-01-06 15:43:33,ACC_00380,+17807392978,+19665278910,273.0,VOICE,CELL_00216,LA,126.15,0,554029001686038,315639480183122
CDR_00000093,2023-01-06 16:21:29,ACC_00015,+18081068569,+18240876449,62.0,VOICE,CELL_00166,NYC,82.67,0,786819566295977,312289540828821
CDR_00000094,2023-01-06 16:53:50,ACC_00327,+17573873066,+12668486531,366.0,SMS,CELL_00181,LA,0.77,0,459951661040499,310914461375430
CDR_00000095,2023-01-06 17:18:30,ACC_00441,+14140293387,+12108253814,213.0,DATA,CELL_00075,CHI,166.37,0,585987329907800,312368861027634
CDR_00000096,2023-01-06 17:42:10,ACC_00140,+18834683439,+14700750478,146.0,SMS,CELL_00331,LA,12.64,0,891531699389907,313724895781799
CDR_00000097,2023-01-06 18:18:00,ACC_00100,+12766404040,+17688649797,97.0,SMS,CELL_00294,BOS,69.0,0,769863070568537,315934249482935
CDR_00000098,2023-01-06 18:36:03,ACC_00456,+19385277230,+15912820387,30.0,ROAMING,CELL_00283,MIA,27.44,0,462033770308493,311035418992142
CDR_00000099,2023-01-06 18:57:43,ACC_00438,+16714792169,+13883586750,28.0,SMS,CELL_00439,LA,18.2,0,624109694581767,313760273042039
CDR_00000100,2023-01-06 22:18:47,ACC_00142,+18117846057,+16808470354,84.0,ROAMING,CELL_00343,NYC,91.77,0,548070139406339,313266772510261
CDR_00000101,2023-01-06 22:20:51,ACC_00369,+12309232523,+17859502386,354.0,DATA,CELL_00143,HOU,3.35,0,946600965973058,315632266853330
CDR_00000102,2023-01-07 00:12:35,ACC_00032,+14745566500,+17131606393,60.0,VOICE,CELL_00261,NYC,13.83,0,800505020290647,312510694778924
CDR_00000103,2023-01-07 00:24:47,ACC_00143,+18096130491,+13909400016,214.0,SMS,CELL_00347,SEA,24.56,0,931490798305509,315347251290517
CDR_00000104,2023-01-07 01:15:15,ACC_00090,+19806384022,+18297271353,174.0,SMS,CELL_00078,LA,55.73,0,655244346212070,313066203695267
CDR_00000105,2023-01-07 02:08:37,ACC_00041,+16359913301,+14384672480,29.0,DATA,CELL_00442,MIA,116.77,0,961267518405578,314641065541149
CDR_00000106,2023-03-04 15:22:04,ACC_00068,+15038085308,+16017487079,32.0,VOICE,CELL_00294,LA,34.35,0,755588796179860,313890274697167
CDR_00000107,2023-01-07 04:20:33,ACC_00199,+12602381059,+14140445436,211.0,SMS,CELL_00339,CHI,9.67,0,601315344760851,310461197069633
CDR_00000108,2023-01-07 06:28:38,ACC_00178,+13443524726,+12595280627,44.0,SMS,CELL_00474,NYC,24.32,0,435899869986298,315922370846860
CDR_00000109,2023-01-07 07:18:42,ACC_00190,+14598195478,+12448479802,27.0,VOICE,CELL_00098,LA,43.27,0,970747599448891,314323633895406
CDR_00000110,2023-01-07 07:20:11,ACC_00017,+13795685386,+17021455760,82.0,VOICE,CELL_00479,CHI,159.4,0,368184701501399,314742555480102
CDR_00000111,2023-01-07 07:45:14,ACC_00013,+17650121610,+15680324924,24.0,SMS,CELL_00010,MIA,8.71,0,910308928379748,316146890128951
CDR_00000112,2023-01-07 09:45:13,ACC_00045,+12414786612,+17197054250,29.0,ROAMING,CELL_00250,SEA,26.25,0,936295082811041,313645311638330
CDR_00000113,2023-01-07 15:16:11,ACC_00485,+12963941739,+17762062798,28.0,VOICE,CELL_00401,BOS,75.57,0,708073602541849,316877176533970
CDR_00000114,2023-01-08 01:04:54,ACC_00494,+13000136696,+16378790124,81.0,SMS,CELL_00370,LA,51.19,0,692191533770449,310061221335966
CDR_00000115,2023-01-08 01:25:44,ACC_00294,+15384733313,+19365897425,80.0,SMS,CELL_00330,CHI,125.73,0,356176626335614,313689669766795
CDR_00000116,2023-09-18 03:13:15,ACC_00225,+13887057351,+14049255872,2876.0,VOICE,CELL_00416,CHI,79.61,0,663888772466126,315458541184847
CDR_00000117,2023-01-08 05:57:28,ACC_00180,+12289813262,+14477551353,100.0,VOICE,CELL_00111,BOS,11.74,0,414368709023286,312334426615570
CDR_00000118,2023-01-08 06:08:30,ACC_00164,+13990638560,+18021854540,112.0,DATA,CELL_00197,NYC,11.16,0,596499362061697,314369418356404
CDR_00000119,2023-01-08 07:04:05,ACC_00391,+15495078225,+16250289359,45.0,DATA,CELL_00317,MIA,71.59,0,922843387166604,314633266822076
CDR_00000120,2023-01-08 07:50:59,ACC_00413,+19036519140,+16275927622,159.0,SMS,CELL_00255,BOS,46.22,0,534766636615682,312108400436757
CDR_00000121,2023-01-08 11:08:02,ACC_00366,+19443796049,+16034434378,40.0,ROAMING,CELL_00478,LA,19.3,0,971479414065604,313523625714483
CDR_00000122,2023-01-08 13:36:58,ACC_00177,+15543643294,+17839684650,246.0,DATA,CELL_00185,NYC,16.53,0,503470212277078,314619383552904
CDR_00000123,2023-09-18 07:48:10,ACC_00192,+14030476121,+18398705524,985.0,VOICE,CELL_00023,HOU,8.6,0,653851914915836,315749804921529
CDR_00000124,2023-01-08 19:11:47,ACC_00220,+12425052703,+17579678213,148.0,VOICE,CELL_00375,HOU,0.3,0,369291216915925,310644885786869
CDR_00000125,2023-01-08 19:47:52,ACC_00107,+19438385854,+16070707994,26.0,ROAMING,CELL_00110,CHI,67.83,0,887525291286011,313713929797272
CDR_00000126,2023-01-08 21:06:09,ACC_00001,+17614096517,+15586339276,92.0,SMS,CELL_00196,NYC,67.52,0,683691830102646,310378882353689
CDR_00000127,2023-01-08 21:57:28,ACC_00071,+19763004933,+12907694446,17.0,SMS,CELL_00126,SEA,40.19,0,944079110486111,315040846433369
CDR_00000128,2023-01-09 00:52:54,ACC_00393,+14467254716,+15836251106,22.0,DATA,CELL_00007,HOU,58.19,0,943803073562642,311252365011167
CDR_00000129,2023-01-09 01:47:09,ACC_00064,+16542813691,+19047569271,143.0,ROAMING,CELL_00346,CHI,5.16,0,382942310972740,311465869682074
CDR_00000130,2023-01-09 04:05:28,ACC_00187,+18919206260,+18207905069,106.0,VOICE,CELL_00435,NYC,26.86,0,927143199752439,313131312404536
CDR_00000131,2023-01-09 05:15:28,ACC_00394,+13842979702,+18575018622,63.0,ROAMING,CELL_00333,CHI,49.92,0,553061791139374,313258993095213
CDR_00000132,2023-01-09 05:24:43,ACC_00353,+17761089649,+13806124473,64.0,ROAMING,CELL_00195,HOU,272.75,0,626083044273255,316760048239950
CDR_00000133,2023-01-09 06:34:33,ACC_00438,+17685619051,+14664252377,112.0,VOICE,CELL_00220,SEA,42.84,0,716171803133707,312466861574862
CDR_00000134,2023-01-09 08:27:28,ACC_00030,+15302765663,+14970802406,137.0,VOICE,CELL_00235,BOS,12.27,0,900507766831313,316401902690670
CDR_00000135,2023-01-09 10:51:10,ACC_00206,+13929945754,+19988607028,152.0,VOICE,CELL_00130,NYC,74.24,0,541183683033943,313506851063862
CDR_00000136,2023-01-09 12:30:00,ACC_00383,+14946451059,+19818405207,216.0,VOICE,CELL_00392,MIA,109.35,0,518671383976558,315469472643410
CDR_00000137,2023-01-09 15:26:15,ACC_00043,+15082120157,+19845017091,124.0,VOICE,CELL_00197,BOS,44.39,0,950580296782575,314873690469431
CDR_00000138,2023-01-09 17:06:33,ACC_00409,+16014264249,+12684429420,216.0,ROAMING,CELL_00191,HOU,75.8,0,352685405959357,315444943776245
CDR_00000139,2023-01-09 19:16:57,ACC_00392,+19203427939,+19863340596,29.0,SMS,CELL_00482,SEA,151.46,0,637858560576162,310863557975033
CDR_00000140,2023-01-09 19:21:34,ACC_00184,+14150312769,+14908125719,135.0,DATA,CELL_00171,BOS,22.57,0,913116579083354,313175597555444
CDR_00000141,2023-01-09 20:32:01,ACC_00383,+14690243345,+17597533777,179.0,VOICE,CELL_00336,BOS,25.19,0,379723584891572,311394476542691
CDR_00000142,2023-01-09 20:38:25,ACC_00026,+17602325679,+18533954234,18.0,ROAMING,CELL_00201,MIA,42.81,0,628077013756735,314147657155810
CDR_00000143,2023-01-10 02:25:20,ACC_00282,+13034173936,+14989846751,125.0,VOICE,CELL_00191,NYC,90.67,0,753397861534471,313096240788617
CDR_00000144,2023-01-10 03:10:19,ACC_00333,+18701326871,+15497874060,0.0,DATA,CELL_00215,NYC,20.48,0,701917860914097,311332397302198
CDR_00000145,2023-01-10 03:45:07,ACC_00414,+18688628696,+14764351836,49.0,ROAMING,CELL_00046,CHI,66.74,0,922127164215173,314255252104270
CDR_00000146,2023-01-10 05:37:28,ACC_00483,+14549202858,+15513085102,15.0,SMS,CELL_00267,HOU,46.65,0,401366742404917,314046926824141
CDR_00000147,2023-01-10 06:12:19,ACC_00136,+19846720528,+16192512810,110.0,ROAMING,CELL_00047,LA,1.42,0,515411234510508,314854382764026
CDR_00000148,2023-01-10 07:40:17,ACC_00117,+12485672420,+16400524400,5.0,VOICE,CELL_00358,CHI,110.25,0,773624580619456,311570673220943
CDR_00000149,2023-01-10 12:49:55,ACC_00379,+17670565551,+16110052772,75.0,VOICE,CELL_00243,CHI,15.51,0,359464657394332,313992418807376
CDR_00000150,2023-01-10 13:14:56,ACC_00065,+19697191120,+16956950946,7.0,SMS,CELL_00294,SEA,86.95,0,761980283440498,310047700076463
CDR_00000151,2023-01-10 13:57:25,ACC_00317,+12197338160,+15916952557,45.0,SMS,CELL_00254,BOS,29.22,0,546833083939464,315292060482474
CDR_00000152,2023-01-10 14:06:00,ACC_00078,+15360743173,+18371770273,73.0,VOICE,CELL_00180,HOU,11.36,0,701846753878756,311638504310532
CDR_00000153,2023-01-10 15:36:43,ACC_00374,+15890196817,+12275741071,139.0,VOICE,CELL_00451,HOU,40.13,0,857943766134767,315219115279660
CDR_00000154,2023-01-10 15:37:42,ACC_00195,+13126107244,+12759322840,25.0,ROAMING,CELL_00394,BOS,43.59,0,923427750144907,311907389099625
CDR_00000155,2023-01-10 15:49:04,ACC_00124,+18625915874,+15374256006,81.0,VOICE,CELL_00356,SEA,27.81,0,774452261923455,313084254012582
CDR_00000156,2023-01-10 17:41:15,ACC_00244,+12641113424,+14971174493,304.0,SMS,CELL_00057,SEA,20.0,0,802493973808075,310039546208750
CDR_00000157,2023-01-10 18:11:19,ACC_00478,+19266680683,+19925938645,2.0,ROAMING,CELL_00081,NYC,2.59,0,555114800901511,314993284154691
CDR_00000158,2023-01-10 19:30:12,ACC_00494,+17694223611,+19813303045,102.0,DATA,CELL_00320,SEA,9.92,0,873642034369522,316332015156545
CDR_00000159,2023-01-10 20:20:06,ACC_00089,+12264391293,+15310156106,1.0,VOICE,CELL_00022,MIA,6.61,0,615307466694933,312129997024545
CDR_00000160,2023-01-10 20:22:15,ACC_00493,+15554872270,+14527510807,168.0,ROAMING,CELL_00403,NYC,38.13,0,991256198394439,313777848373986
CDR_00000161,2023-01-10 23:06:59,ACC_00481,+15028976383,+17722585620,47.0,VOICE,CELL_00450,LA,56.4,0,473495835388219,311587491851597
CDR_00000162,2023-01-10 23:46:32,ACC_00155,+19009773805,+16375368550,98.0,SMS,CELL_00386,LA,113.19,0,695120732297347,315901752213812
CDR_00000163,2023-01-11 01:02:30,ACC_00346,+18743799134,+16921441948,391.0,DATA,CELL_00498,HOU,6.63,0,893576612132264,311270952727395
CDR_00000164,2023-01-11 02:08:31,ACC_00298,+16263973055,+18736823202,126.0,SMS,CELL_00246,CHI,200.72,0,678617191561796,312074178631514
CDR_00000165,2023-01-11 05:07:38,ACC_00262,+17280131187,+16721318486,22.0,ROAMING,CELL_00441,SEA,103.33,0,649340656286912,312124290637008
CDR_00000166,2023-01-11 05:23:11,ACC_00331,+17484662045,+18195598477,142.0,SMS,CELL_00376,MIA,22.86,0,559542137823976,315768380286713
CDR_00000167,2023-01-11 06:29:00,ACC_00267,+15200875262,+15994948097,133.0,ROAMING,CELL_00418,MIA,55.41,0,565255378939477,313196424593438
CDR_00000168,2023-01-11 12:44:36,ACC_00227,+15069248704,+15271682701,88.0,DATA,CELL_00276,BOS,171.11,0,372658928695117,314410363110737
CDR_00000169,2023-01-11 17:09:55,ACC_00134,+12308606901,+15945535903,278.0,VOICE,CELL_00090,BOS,40.33,0,528683465043146,311860803334539
CDR_00000170,2023-01-11 18:54:10,ACC_00454,+14274271916,+18688167631,9.0,ROAMING,CELL_00099,BOS,45.36,0,573680187498517,311037549232418
CDR_00000171,2023-01-11 19:58:41,ACC_00387,+17191381702,+16162724118,159.0,VOICE,CELL_00461,SEA,33.89,0,484922620023246,313517128333617
CDR_00000172,2023-01-11 20:14:15,ACC_00105,+13938766324,+17761109560,14.0,ROAMING,CELL_00144,SEA,180.53,0,644885867344745,311855421359826
CDR_00000173,2023-01-11 21:22:02,ACC_00367,+13892987441,+17503224174,65.0,ROAMING,CELL_00042,SEA,7.7,0,593806969335245,316792716688069
CDR_00000174,2023-01-12 00:16:20,ACC_00461,+12916874217,+12045934649,312.0,SMS,CELL_00388,HOU,27.92,0,363866080071785,311515944563277
CDR_00000175,2023-01-12 01:10:08,ACC_00340,+14737625291,+15191238861,14.0,VOICE,CELL_00101,NYC,21.57,0,676330328999387,316043292217149
CDR_00000176,2023-01-12 01:23:30,ACC_00386,+19700748966,+13687855324,17.0,VOICE,CELL_00330,HOU,25.89,0,362682767573911,310840374729858
CDR_00000177,2023-01-12 03:09:38,ACC_00130,+15717752799,+13476840430,426.0,DATA,CELL_00017,SEA,23.1,0,595116848921173,312032212404707
