CDR_ID,Call_Date,Call_Start_Time,A_Party_Number,B_Party_Number,Call_Type,Call_Duration_Seconds,IMSI,IMEI,First_BTS_Location,First_Cell_Global_ID,Roaming_Network_Circle
CDR202600000473,2025-09-12,04:49:46,+917261310519,+919099798724,VOICE,124,404016051763377,358576978158239,Rajasthan_BTS_005,404-45-505-906,Rajasthan
CDR202600000479,2025-07-18,15:27:08,+916254465133,+918160543442,VOICE,15,404755051273415,351750625023399,UttarPradesh_BTS_004,404-45-170-901,Uttar Pradesh
CDR202600000495,2025-08-22,11:29:59,+919916492249,+919537180531,VOICE,303,404153011564846,350781073551196,TamilNadu_BTS_003,404-45-169-692,Tamil Nadu
CDR202600000498,2025-12-14,15:07:50,+918872062978,+917546122102,VOICE,221,404372567533797,359871056492856,Karnataka_BTS_008,404-45-693-754,Karnataka
CDR202600000515,2025-09-07,19:30:55,+918591160693,+917098360653,VOICE,423,404833917437716,351269074622279,WestBengal_BTS_005,404-45-901-954,West Bengal
CDR202600000558,2025-02-19,14:39:45,+918842929899,+918513652338,SMS,0,404970640198003,359646145115390,Rajasthan_BTS_014,404-45-839-897,Rajasthan
CDR202600000566,2025-05-29,02:52:43,+919136542310,+917953786570,VOICE,38,404100734413135,352585287545502,Mumbai_BTS_007,404-45-348-804,Mumbai
CDR202600000569,2025-05-29,07:41:40,+918301052635,+918696518496,VOICE,23,404269636243100,354829168668657,UttarPradesh_BTS_009,404-45-378-289,Uttar Pradesh
CDR202600000623,2025-06-15,05:54:34,+917691247999,+917152331874,VOICE,107,404424539989228,351596209600217,Rajasthan_BTS_001,404-45-670-225,Rajasthan
CDR202600000625,2025-07-26,13:02:02,+919214140310,+918242972259,SMS,0,404362377302923,359378424108932,Karnataka_BTS_005,404-45-565-293,Karnataka
CDR202600000640,2025-06-14,05:38:50,+916789605747,+919966441687,VOICE,156,404660005917264,359728879326817,Karnataka_BTS_006,404-45-669-678,Karnataka
CDR202600000643,2025-04-27,10:08:29,+919624915154,+918834062492,SMS,0,404171441749762,353871475821544,UttarPradesh_BTS_005,404-45-478-292,Uttar Pradesh
CDR202600000655,2025-06-04,09:57:59,+916711627793,+917912873293,VOICE,122,404105866751004,351618595040516,UttarPradesh_BTS_002,404-45-568-324,Uttar Pradesh
CDR202600000660,2025-03-20,21:34:48,+919303397686,+919661926373,MISSED,0,404383030885020,356561665689383,Karnataka_BTS_005,404-45-371-949,Karnataka
CDR202600000666,2025-02-06,09:44:36,+916861464216,+917946672758,VOICE,44,404661448232320,354908884478796,TamilNadu_BTS_006,404-45-773-598,Tamil Nadu
CDR202600000667,2025-07-31,11:12:45,+917581547269,+917067035083,VOICE,3,404494858458989,356712866408387,Rajasthan_BTS_018,404-45-713-332,Rajasthan
CDR202600000693,2025-04-11,08:00:16,+916889163629,+916608790123,VOICE,10,404232429533485,352478929717171,Mumbai_BTS_004,404-45-980-339,Mumbai
CDR202600000694,2025-03-25,04:26:45,+918463580609,+919063742023,SMS,0,404433516855385,359734018086384,Delhi_BTS_005,404-45-830-320,Delhi
CDR202600000697,2025-10-30,10:05:52,+916514444241,+916510536250,VOICE,91,404954341991008,354682315116551,UttarPradesh_BTS_015,404-45-658-037,Uttar Pradesh
CDR202600000719,2025-06-12,12:31:52,+919023919192,+916711395291,VOICE,72,404853312226050,353782589180808,UttarPradesh_BTS_014,404-45-214-078,Uttar Pradesh
CDR202600000744,2025-11-17,02:29:51,+917050477573,+917433585027,VOICE,7,404434289472964,358822575952937,Maharashtra_BTS_008,404-45-173-624,Maharashtra
CDR202600000760,2025-12-18,01:11:17,+919854398841,+919287679663,VOICE,30,404966158185487,352788804979111,Karnataka_BTS_007,404-45-322-992,Karnataka
CDR202600000767,2025-06-29,18:49:46,+916576264669,+919350838052,VOICE,97,404112647907407,353380900863004,Maharashtra_BTS_008,404-45-173-624,Maharashtra
CDR202600000772,2025-11-11,18:03:35,+917606828823,+916500714924,VOICE,168,404554466920020,351267317822732,UttarPradesh_BTS_008,404-45-860-567,Uttar Pradesh
CDR202600000779,2025-03-27,19:17:23,+918308876815,+916512999260,VOICE,20,404532777429085,356191787627590,Mumbai_BTS_012,404-45-553-828,Mumbai
CDR202600000786,2025-04-24,13:09:47,+917250328744,+919074992781,VOICE,117,404507586727508,357498890671606,Rajasthan_BTS_007,404-45-605-094,Rajasthan
CDR202600000814,2025-03-29,16:17:17,+919564917584,+919196626351,VOICE,242,404436660401084,350118284556697,TamilNadu_BTS_001,404-45-698-489,Tamil Nadu
CDR202600000826,2025-05-19,03:07:30,+917120205782,+916098490653,VOICE,93,404174217073515,350906177101656,Mumbai_BTS_006,404-45-235-741,Mumbai
CDR202600000858,2025-12-31,10:49:23,+916499593430,+919548918958,VOICE,178,404062592728420,357341630084638,WestBengal_BTS_005,404-45-901-954,West Bengal
CDR202600000859,2025-06-01,12:37:19,+918179229014,+919758829816,VOICE,497,404426577272797,353309923582225,Maharashtra_BTS_001,404-45-204-095,Maharashtra
CDR202600000861,2025-06-28,19:07:27,+919665809248,+918705621158,VOICE,48,404187937931850,358919138781929,Maharashtra_BTS_001,404-45-881-345,Maharashtra
CDR202600000894,2025-05-29,09:41:36,+918356994250,+917101437820,VOICE,99,404244669366789,350647539459963,UttarPradesh_BTS_007,404-45-779-107,Uttar Pradesh
CDR202600000915,2025-04-29,00:40:54,+916199842463,+919328303009,SMS,0,404756238192259,350080024057789,UttarPradesh_BTS_007,404-45-370-119,Uttar Pradesh
CDR202600000936,2025-09-09,22:46:32,+918696608928,+916644086226,VOICE,15,404121971009727,351989521764185,Rajasthan_BTS_001,404-45-755-705,Rajasthan
CDR202600000941,2025-10-10,20:06:40,+917066424870,+916689450035,VOICE,65,404365688292963,353838827774865,Rajasthan_BTS_013,404-45-400-446,Rajasthan
CDR202600001016,2025-10-27,02:28:13,+916566410702,+917889856220,VOICE,241,404832790840193,358074749382953,Gujarat_BTS_001,404-45-859-282,Gujarat
CDR202600001021,2025-08-27,14:53:41,+916861162202,+917276113925,VOICE,62,404969721934546,351218164653593,Mumbai_BTS_010,404-45-919-883,Mumbai
CDR202600001034,2025-09-11,03:28:43,+917371519719,+919331539432,VOICE,19,404134004227625,357049269181579,Maharashtra_BTS_009,404-45-646-747,Maharashtra
CDR202600001045,2025-03-20,02:37:27,+918950769478,+916413888082,VOICE,364,404146155021671,357542112519077,UttarPradesh_BTS_010,404-45-749-874,Uttar Pradesh
CDR202600001062,2025-07-06,21:08:53,+917194014111,+918808747138,VOICE,66,404188477093271,351791227896205,Mumbai_BTS_006,404-45-785-498,Mumbai
CDR202600001077,2025-02-20,21:26:12,+919987672814,+916798129927,MISSED,0,404337914103881,358766259201169,Maharashtra_BTS_008,404-45-818-960,Maharashtra
CDR202600001081,2025-04-02,19:21:17,+916620236520,+919099798724,MISSED,0,404775909755641,357330311422470,Delhi_BTS_006,404-45-629-463,Delhi
CDR202600001084,2025-10-17,19:21:37,+917610855148,+917126365590,SMS,0,404739337351699,358928543831020,Maharashtra_BTS_006,404-45-987-104,Maharashtra
CDR202600001089,2025-09-26,12:08:13,+918883222397,+919760431493,VOICE,168,404602791659536,359488364481732,WestBengal_BTS_002,404-45-315-699,West Bengal
CDR202600001100,2025-08-01,22:32:32,+918160543442,+916433419172,VOICE,195,404943515003843,354513041733219,Rajasthan_BTS_001,404-45-801-333,Rajasthan
CDR202600001115,2025-12-24,20:11:38,+917202552638,+918863584113,VOICE,23,404133676382269,353096171519449,Gujarat_BTS_005,404-45-716-028,Gujarat
CDR202600001122,2025-05-09,00:41:29,+917970852104,+918603749632,VOICE,80,404700666167352,354372323952875,Rajasthan_BTS_018,404-45-713-332,Rajasthan
CDR202600001149,2025-12-08,22:46:25,+919214292240,+919304088017,VOICE,126,404188092215992,355282047802378,Rajasthan_BTS_007,404-45-605-094,Rajasthan
CDR202600001166,2025-05-06,07:18:42,+918335471524,+919100424658,VOICE,115,404943595860397,350947287373773,Delhi_BTS_006,404-45-629-463,Delhi
CDR202600001180,2025-07-30,02:24:45,+919548918958,+916752594591,VOICE,340,404528017635067,356913400110982,TamilNadu_BTS_005,404-45-734-084,Tamil Nadu
CDR202600001203,2025-03-31,20:14:12,+919256264316,+916689624081,VOICE,73,404504327748677,356164543648007,UttarPradesh_BTS_001,404-45-371-406,Uttar Pradesh
CDR202600001289,2025-02-05,06:26:37,+918011330675,+919976782155,VOICE,422,404982348831989,352854298669454,UttarPradesh_BTS_001,404-45-371-406,Uttar Pradesh
CDR202600001290,2025-09-19,13:46:13,+917345913698,+919831421399,VOICE,60,404710866105603,355030054609703,Karnataka_BTS_002,404-45-195-949,Karnataka
CDR202600001306,2025-04-28,07:03:32,+919827661084,+919377325397,VOICE,298,404305942305134,358211279384088,Rajasthan_BTS_017,404-45-652-977,Rajasthan
CDR202600001314,2025-09-06,03:19:48,+919772855644,+919967656270,MISSED,0,404276415708118,352521309694702,Rajasthan_BTS_019,404-45-471-900,Rajasthan
CDR202600001318,2025-08-13,00:47:53,+917291879073,+919606727982,VOICE,12,404059089626503,356351738429689,Gujarat_BTS_007,404-45-106-778,Gujarat
CDR202600001331,2025-04-30,00:06:21,+916438711116,+918130444799,VOICE,52,404914153417442,359053659920419,Gujarat_BTS_002,404-45-328-143,Gujarat
CDR202600001334,2025-10-01,02:27:04,+919689954668,+919714952391,VOICE,92,404962482169580,354487431859263,WestBengal_BTS_003,404-45-735-768,West Bengal
CDR202600001374,2025-06-18,09:31:45,+917367096138,+919760006542,VOICE,144,404893788173918,358491033763340,Delhi_BTS_001,404-45-999-581,Delhi
CDR202600001389,2025-01-04,06:14:22,+916720582936,+917339391044,VOICE,57,404245556217118,353140537561877,UttarPradesh_BTS_004,404-45-457-903,Uttar Pradesh
CDR202600001397,2025-02-23,16:48:46,+918913936238,+918130444799,VOICE,221,404595374707958,356956729860956,Rajasthan_BTS_005,404-45-505-906,Rajasthan
CDR202600001399,2025-02-11,23:04:10,+917182616036,+918579171918,VOICE,97,404287210661098,356845503569367,UttarPradesh_BTS_011,404-45-966-053,Uttar Pradesh
CDR202600001407,2025-01-03,20:14:31,+917114445865,+919831801291,MISSED,0,404790210119349,359824433046521,UttarPradesh_BTS_012,404-45-233-653,Uttar Pradesh
CDR202600001427,2025-07-12,11:16:05,+917980484996,+918335253268,VOICE,5,404071254803143,353078885257224,Rajasthan_BTS_004,404-45-316-936,Rajasthan
CDR202600001433,2025-09-27,12:22:49,+918335471524,+916009017229,VOICE,582,404943595860397,350947287373773,UttarPradesh_BTS_003,404-45-618-272,Uttar Pradesh
CDR202600001442,2025-02-08,18:05:44,+919513296299,+918097404542,VOICE,6,404236173707456,351412412328100,Delhi_BTS_006,404-45-629-463,Delhi
CDR202600001449,2025-08-03,19:35:24,+917776631300,+919966441687,VOICE,39,404198544869698,353663425013585,UttarPradesh_BTS_011,404-45-966-053,Uttar Pradesh
CDR202600001470,2025-07-21,05:18:49,+916889163629,+917815583717,VOICE,218,404232429533485,352478929717171,WestBengal_BTS_001,404-45-915-996,West Bengal
CDR202600001478,2025-03-15,03:39:46,+919056028478,+916073848956,VOICE,279,404023515058451,353856162631112,Maharashtra_BTS_004,404-45-691-197,Maharashtra
CDR202600001501,2025-03-28,05:12:10,+918024212426,+917786273074,VOICE,55,404023368807214,350078835059300,Mumbai_BTS_009,404-45-162-413,Mumbai
CDR202600001504,2025-04-16,03:55:44,+919774343936,+919678582112,SMS,0,404951666746468,354407829397723,Delhi_BTS_003,404-45-993-622,Delhi
CDR202600001508,2025-07-25,12:48:37,+919721191025,+917694064296,SMS,0,404574031182872,354145590843491,Mumbai_BTS_008,404-45-155-690,Mumbai
CDR202600001512,2025-06-28,12:48:57,+918130444799,+918667105637,VOICE,95,404626996628807,356707391539797,Rajasthan_BTS_019,404-45-414-246,Rajasthan
CDR202600001535,2025-08-04,17:27:45,+919388945796,+917740841180,VOICE,203,404988091607696,352171392573267,Gujarat_BTS_004,404-45-130-096,Gujarat
CDR202600001567,2025-11-03,09:04:55,+916828535602,+919723848862,VOICE,191,404342824672132,352474806224037,Rajasthan_BTS_016,404-45-961-655,Rajasthan
CDR202600001584,2025-07-24,00:09:44,+916038475611,+917123640419,SMS,0,404190566037373,352949912028484,Rajasthan_BTS_004,404-45-316-936,Rajasthan
CDR202600001591,2025-11-01,00:43:24,+917083365253,+919101709809,VOICE,2,404944084420710,356447244525782,UttarPradesh_BTS_011,404-45-194-650,Uttar Pradesh
CDR202600001655,2025-09-06,17:48:49,+919397945494,+917295568841,VOICE,113,404823651034660,354988035988256,UttarPradesh_BTS_010,404-45-308-704,Uttar Pradesh
CDR202600001656,2025-04-24,02:45:44,+919693344618,+916267473352,VOICE,68,404572637912864,357363710832425,WestBengal_BTS_002,404-45-205-363,West Bengal
CDR202600001664,2025-08-04,04:34:36,+918334945199,+919871238719,VOICE,293,404602845478763,358223887308410,WestBengal_BTS_004,404-45-283-755,West Bengal
CDR202600001672,2025-03-20,09:01:01,+918308501082,+919469984743,VOICE,364,404051021667463,353479572439148,Rajasthan_BTS_017,404-45-880-166,Rajasthan
CDR202600001688,2025-06-03,18:48:23,+919834873321,+919963226541,VOICE,234,404293998501585,355553672512867,UttarPradesh_BTS_012,404-45-233-653,Uttar Pradesh
CDR202600001695,2025-04-06,01:32:59,+918160543442,+917350010357,VOICE,58,404943515003843,354513041733219,UttarPradesh_BTS_003,404-45-650-219,Uttar Pradesh
CDR202600001704,2025-05-17,12:01:45,+919801754154,+919190096903,VOICE,50,404513270491426,356506183938935,Mumbai_BTS_006,404-45-235-741,Mumbai
CDR202600001743,2025-11-12,00:14:23,+916351928626,+916793257571,VOICE,64,404051072792631,356666532104504,Karnataka_BTS_004,404-45-985-411,Karnataka
CDR202600001775,2025-04-24,03:37:57,+918988889819,+917546122102,SMS,0,404399800113620,358782131028838,Karnataka_BTS_002,404-45-195-949,Karnataka
CDR202600001777,2025-06-29,00:38:30,+916138868243,+919432573996,VOICE,7,404209190449383,353481552324366,Gujarat_BTS_003,404-45-704-433,Gujarat
CDR202600001787,2025-03-07,10:47:34,+919407180693,+919504436453,VOICE,372,404342791841253,353709850252608,Delhi_BTS_002,404-45-935-071,Delhi
CDR202600001804,2025-05-02,02:45:20,+917371519719,+917366221937,VOICE,177,404134004227625,357049269181579,Rajasthan_BTS_017,404-45-897-945,Rajasthan
CDR202600001836,2025-02-18,08:34:44,+918168728462,+917199092278,VOICE,130,404056362185097,355443514929823,Karnataka_BTS_001,404-45-767-554,Karnataka
CDR202600001844,2025-07-07,17:38:40,+919181703697,+918892470993,VOICE,196,404195778210088,353461687222650,Rajasthan_BTS_001,404-45-755-705,Rajasthan
CDR202600001862,2025-03-18,09:51:07,+918070218329,+919331197309,VOICE,6,404266117496332,357375019809594,Delhi_BTS_006,404-45-548-922,Delhi
CDR202600001867,2025-11-08,06:49:27,+918875844526,+916186997295,VOICE,60,404296529625618,350218892558653,WestBengal_BTS_001,404-45-915-996,West Bengal
CDR202600001877,2025-11-16,00:58:18,+916604663553,+916008471797,VOICE,126,404866060494198,350843090361211,TamilNadu_BTS_002,404-45-158-984,Tamil Nadu
CDR202600001905,2025-12-24,15:29:38,+917268586640,+916195507250,VOICE,127,404599101874419,351996927719883,Maharashtra_BTS_006,404-45-489-285,Maharashtra
CDR202600001914,2025-03-06,01:12:08,+918454524696,+919412696827,SMS,0,404526381180744,351968352952468,WestBengal_BTS_001,404-45-415-374,West Bengal
CDR202600001923,2025-02-07,17:09:19,+917764635055,+917895319354,VOICE,147,404378681237624,352132705605098,Rajasthan_BTS_004,404-45-680-898,Rajasthan
CDR202600001939,2025-02-10,03:37:04,+916323610446,+918642991234,VOICE,109,404102448409285,357010127613309,Gujarat_BTS_007,404-45-703-285,Gujarat
CDR202600001942,2025-01-01,23:15:30,+919881584632,+919038361051,VOICE,7,404866456912658,351591454349197,Delhi_BTS_002,404-45-935-071,Delhi
CDR202600001950,2025-03-31,10:54:19,+916422315453,+917705202761,SMS,0,404072612434239,356142059327116,Rajasthan_BTS_011,404-45-796-739,Rajasthan
CDR202600001986,2025-01-04,03:54:29,+919872243537,+916287579696,VOICE,57,404094019517724,359780779904451,Gujarat_BTS_005,404-45-338-518,Gujarat
CDR202600002007,2025-06-22,12:33:14,+918308876815,+917291879073,SMS,0,404532777429085,356191787627590,Delhi_BTS_004,404-45-847-707,Delhi
CDR202600002021,2025-03-27,01:17:41,+917136919849,+917529034884,VOICE,111,404686926242393,351556743422821,Karnataka_BTS_006,404-45-669-678,Karnataka
CDR202600002026,2025-04-24,10:52:18,+916405134888,+918736319643,VOICE,40,404928533489829,357856220782707,WestBengal_BTS_005,404-45-521-822,West Bengal
CDR202600002032,2025-12-22,08:47:24,+916235230918,+917494152766,SMS,0,404195257080048,351748208151971,Rajasthan_BTS_005,404-45-771-512,Rajasthan
CDR202600002037,2025-07-13,09:37:34,+918705621158,+917562756713,VOICE,69,404824520758983,350623404998400,Gujarat_BTS_007,404-45-106-778,Gujarat
CDR202600002052,2025-01-02,05:12:16,+919702878507,+917546122102,VOICE,15,404087836256337,353568308701218,Rajasthan_BTS_014,404-45-839-897,Rajasthan
CDR202600002055,2025-11-03,14:36:33,+918886816128,+916945270946,VOICE,98,404495250348871,358706989348195,Rajasthan_BTS_006,404-45-651-270,Rajasthan
CDR202600002073,2025-06-04,03:42:45,+917995140318,+916938174319,VOICE,174,404424733490386,359005004669456,Gujarat_BTS_003,404-45-704-433,Gujarat
CDR202600002104,2025-10-15,20:03:34,+919900586055,+917375530261,VOICE,295,404082752725351,353892359151229,Delhi_BTS_003,404-45-993-622,Delhi
CDR202600002123,2025-01-31,11:59:32,+918754164233,+918579171918,VOICE,64,404394658512016,350914094387808,Gujarat_BTS_002,404-45-328-143,Gujarat
CDR202600002137,2025-08-07,20:30:44,+918039183877,+917103776964,VOICE,186,404616626891138,355471411266567,Gujarat_BTS_004,404-45-130-096,Gujarat
CDR202600002138,2025-08-22,09:40:41,+919545471289,+919055171931,VOICE,247,404564840789387,357151127315244,Rajasthan_BTS_015,404-45-612-781,Rajasthan
CDR202600002148,2025-09-30,03:35:31,+917973688976,+917946672758,VOICE,64,404201102655965,352680128559087,UttarPradesh_BTS_001,404-45-234-688,Uttar Pradesh
CDR202600002150,2025-04-11,18:49:05,+919423224659,+918896138180,VOICE,5,404056057394448,356491647676557,Rajasthan_BTS_004,404-45-374-068,Rajasthan
CDR202600002165,2025-08-03,23:56:45,+918338229837,+917810094286,VOICE,97,404852649995050,357753276223110,Karnataka_BTS_004,404-45-160-169,Karnataka
CDR202600002189,2025-10-05,04:44:49,+916861162202,+917820138345,VOICE,127,404969721934546,351218164653593,Gujarat_BTS_002,404-45-328-143,Gujarat
CDR202600002200,2025-10-02,23:44:03,+916297838879,+918131817017,VOICE,353,404728916933710,354412763150004,Karnataka_BTS_001,404-45-767-554,Karnataka
CDR202600002214,2025-01-17,03:47:10,+918262668723,+917871807770,VOICE,125,404704748072306,353406950936535,Rajasthan_BTS_013,404-45-448-115,Rajasthan
CDR202600002217,2025-02-10,15:19:16,+916852060235,+917952198585,SMS,0,404910033907119,356009000301404,Maharashtra_BTS_003,404-45-665-301,Maharashtra
CDR202600002230,2025-03-01,05:33:12,+919697905899,+916341686359,VOICE,137,404372735538715,358029551723814,Gujarat_BTS_001,404-45-859-282,Gujarat
CDR202600002238,2025-12-10,13:53:31,+919303389988,+917200699893,VOICE,108,404960859514954,350692230631326,UttarPradesh_BTS_001,404-45-234-688,Uttar Pradesh
CDR202600002240,2025-05-05,06:46:30,+919477846389,+916018821431,VOICE,277,404007120161986,353204258493266,Mumbai_BTS_004,404-45-980-339,Mumbai
CDR202600002253,2025-11-17,14:13:12,+919426881424,+918579171918,VOICE,164,404596658548425,355258963053031,UttarPradesh_BTS_010,404-45-370-518,Uttar Pradesh
CDR202600002256,2025-04-13,10:04:18,+919303389988,+916839881893,VOICE,93,404960859514954,350692230631326,Gujarat_BTS_004,404-45-130-096,Gujarat
CDR202600002264,2025-01-30,22:15:57,+916819928720,+918921497101,VOICE,174,404369008379726,356843493209092,Maharashtra_BTS_007,404-45-314-687,Maharashtra
CDR202600002268,2025-03-08,22:39:39,+919099598940,+916250502536,VOICE,9,404531790205242,355935654281283,Maharashtra_BTS_008,404-45-799-664,Maharashtra
CDR202600002272,2025-04-22,16:08:52,+919618161445,+918186295994,VOICE,21,404616899884825,350492301019331,Mumbai_BTS_010,404-45-919-883,Mumbai
CDR202600002275,2025-11-05,12:24:30,+919181847107,+917880755294,SMS,0,404022838669790,355636680853785,Mumbai_BTS_005,404-45-626-244,Mumbai
CDR202600002292,2025-02-18,20:17:51,+919163521709,+917852566106,SMS,0,404452351344498,353089370007914,WestBengal_BTS_002,404-45-205-363,West Bengal
CDR202600002296,2025-05-09,02:27:55,+917434154675,+917896773158,VOICE,47,404445617148525,356473063817390,Maharashtra_BTS_007,404-45-473-167,Maharashtra
CDR202600002305,2025-08-30,03:35:32,+918133493776,+919272430756,VOICE,242,404851434879460,357292330025722,Karnataka_BTS_003,404-45-597-493,Karnataka
CDR202600002314,2025-09-27,17:14:55,+917196407916,+918111670819,VOICE,7,404937102756234,356619429087337,Rajasthan_BTS_004,404-45-374-068,Rajasthan
CDR202600002317,2025-07-21,22:10:49,+917607617556,+918796161147,SMS,0,404766757077546,359430394663120,Mumbai_BTS_011,404-45-243-433,Mumbai
CDR202600002330,2025-09-07,03:29:42,+918448815061,+916616441279,VOICE,129,404216675510917,352001361434447,Maharashtra_BTS_004,404-45-821-072,Maharashtra
CDR202600002338,2025-12-22,02:02:28,+919661983775,+918727218356,VOICE,263,404392157751956,358578702559333,Rajasthan_BTS_007,404-45-697-409,Rajasthan
CDR202600002343,2025-08-08,00:07:33,+916320978567,+916226722085,VOICE,36,404677225297095,354444271585769,WestBengal_BTS_001,404-45-981-041,West Bengal
